,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,CriticalCases,Totcase1M,Totdeath1M,TotalTests,Tottest1M,Population
43,Jordan,"504,915","9,535","5,553 ",+56,"412,387","+5,733","86,975",671,"49,142",540,"5,317,747","517,566","10,274,529 "
44,Austria,"501,224","3,239","8,956 ",+31,"463,714","+2,055","28,554",400,"55,429",990,"6,116,129","676,362","9,042,688 "
45,Morocco,"490,088",466,"8,745 ",+8,"477,305",+578,"4,038",265,"13,168",235,"5,826,977","156,561","37,218,652 "
46,Japan,"449,713","1,025","8,678 ",+56,"428,783","+1,201","12,252",335,"3,563",69,"9,050,153","71,712","126,202,047 "
47,UAE,"432,364","2,051","1,414 ",+8,"413,477","+2,741","17,473",,"43,347",142,"34,476,071","3,456,405","9,974,545 "
48,Lebanon,"426,977","3,544","5,536 ",+62,"335,333","+1,685","86,108",956,"62,756",814,"3,329,538","489,367","6,803,770 "
49,Saudi Arabia,"383,499",393,"6,585 ",+7,"373,361",+231,"3,553",566,"10,896",187,"14,456,483","410,754","35,195,002 "
50,Panama,"348,580",,"6,009 ",,"337,010",,"5,561",111,"79,904","1,377","2,030,053","465,341","4,362,510 "
51,Slovakia,"342,430","2,892","8,738 ",+69,"255,300",,"78,392",706,"62,699","1,600","2,224,801","407,360","5,461,514 "
52,Malaysia,"327,253","1,219","1,220 ",+2,"310,958","+1,346","15,075",154,"10,021",37,"6,971,371","213,467","32,657,896 "
53,Ecuador,"305,598","2,744","16,300 ",+41,"263,164",,"26,134",523,"17,138",914,"1,079,567","60,543","17,831,420 "
54,Belarus,"305,270","1,124","2,121 ",+9,"296,183","+1,305","6,966",,"32,314",225,"5,139,195","543,996","9,447,122 "
55,Bulgaria,"291,769","4,201","11,715 ",+136,"230,457","+1,641","49,597",609,"42,216","1,695","1,897,593","274,563","6,911,309 "
56,Georgia,"276,067",382,"3,665 ",+7,"269,006",+313,"3,396",,"69,298",920,"3,063,282","768,946","3,983,742 "
57,Nepal,"275,518",94,"3,014 ",,"271,550",+55,954,,"9,338",102,"2,224,293","75,388","29,504,765 "
58,Bolivia,"260,988",929,"11,997 ",+23,"206,586",+958,"42,405",71,"22,146","1,018","817,095","69,333","11,785,058 "
59,Croatia,"253,310","1,445","5,709 ",+12,"242,111",+418,"5,490",84,"61,975","1,397","1,447,365","354,113","4,087,302 "
60,Dominican Republic,"247,364",570,"3,248 ",+11,"203,656",+586,"40,460",164,"22,643",297,"1,263,135","115,623","10,924,582 "
61,Tunisia,"243,439",766,"8,463 ",+34,"210,375",+620,"24,601",264,"20,447",711,"1,046,780","87,922","11,905,764 "
62,Azerbaijan,"242,491",840,"3,307 ",+9,"231,638",+268,"7,546",,"23,765",324,"2,736,493","268,188","10,203,619 "
63,Ireland,"228,215",552,"4,566 ",+14,"23,364",,"200,285",83,"45,857",917,"3,772,777","758,097","4,976,641 "
64,Greece,"227,247","3,458","7,252 ",+56,"194,481","+4,293","25,514",630,"21,878",698,"5,944,445","572,300","10,386,944 "
65,Kazakhstan,"226,767","1,082","2,873 ",,"208,074",+703,"15,820",221,"11,976",152,"8,059,566","425,647","18,934,863 "
66,Denmark,"222,629",787,"2,396 ",+1,"211,356",+628,"8,877",41,"38,341",413,"21,245,537","3,658,847","5,806,620 "
67,Palestine,"215,984","2,193","2,343 ",+29,"191,839","+2,080","21,802",187,"41,660",452,"1,316,382","253,909","5,184,460 "
68,Kuwait,"213,673","1,504","1,194 ",+8,"198,273","+1,452","14,206",219,"49,519",277,"1,933,173","448,014","4,314,985 "
69,Costa Rica,"210,447",,"2,886 ",,"189,682",,"17,879",130,"41,047",563,"743,550","145,029","5,126,917 "
70,Moldova,"208,928","1,916","4,436 ",+34,"182,108","+1,345","22,384",337,"51,878","1,101","784,143","194,706","4,027,320 "
71,Lithuania,"206,889",570,"3,427 ",+8,"192,484",+366,"10,978",127,"76,760","1,271","2,234,880","829,190","2,695,257 "
72,Slovenia,"202,573","1,112","3,948 ",+7,"188,315","+1,203","10,310",83,"97,431","1,899","987,738","475,070","2,079,140 "
73,Egypt,"192,840",645,"11,431 ",+47,"148,424",+335,"32,985",90,"1,860",110,"1,000,000","9,644","103,689,022 "
74,Guatemala,"184,934",949,"6,619 ",+20,"169,624",+475,"8,691",5,"10,190",365,"983,629","54,200","18,148,201 "
75,Paraguay,"183,348",,"3,554 ",,"152,280",,"27,514",354,"25,485",494,"821,392","114,174","7,194,224 "
76,Armenia,"180,141",854,"3,282 ",+5,"166,913",+211,"9,946",,"60,712","1,106","784,266","264,315","2,967,161 "
77,Ethiopia,"179,812","1,704","2,592 ",+19,"145,019",+531,"32,201",597,"1,537",22,"2,248,384","19,224","116,956,221 "
78,Honduras,"179,515",590,"4,373 ",+13,"68,892",+167,"106,250",451,"17,924",437,"481,067","48,033","10,015,327 "
79,Qatar,"171,701",489,270 ,+2,"159,141",+288,"12,290",135,"61,151",96,"1,642,181","584,863","2,807,805 "
80,Nigeria,"161,074",,"2,018 ",,"146,072",,"12,984",10,768,10,"1,684,305","8,031","209,714,686 "
81,Oman,"148,558",548,"1,617 ",+3,"137,544",+516,"9,397",82,"28,583",311,"1,550,000","298,222","5,197,474 "
82,Libya,"148,175","1,054","2,422 ",+16,"134,923","+1,155","10,830",,"21,360",349,"800,426","115,384","6,937,038 "
83,Bosnia and Herzegovina,"148,163","1,726","5,672 ",+35,"122,680",+573,"19,811",,"45,361","1,737","727,664","222,777","3,266,338 "
84,Venezuela,"147,028",,"1,451 ",,"138,411",,"7,166",139,"5,181",51,"3,006,349","105,936","28,378,841 "
85,Myanmar,"142,190",11,"3,203 ",,"131,751",+3,"7,236",,"2,601",59,"2,517,197","46,046","54,667,270 "
86,Bahrain,"133,137",768,489 ,+2,"126,080",+577,"6,568",64,"76,395",281,"3,352,601","1,923,743","1,742,749 "
87,Albania,"118,938",446,"2,092 ",+15,"82,554",+744,"34,292",46,"41,362",728,"515,679","179,331","2,875,572 "
88,Kenya,"116,310","1,279","1,937 ",+12,"89,061",+280,"25,312",104,"2,130",35,"1,387,440","25,410","54,601,249 "
89,Algeria,"115,688",148,"3,048 ",+3,"80,219",+116,"32,421",10,"2,605",69,,,"44,407,000 "
90,North Macedonia,"115,222","1,293","3,388 ",+24,"99,015",+339,"12,819",124,"55,307","1,626","575,162","276,080","2,083,313 "
91,S. Korea,"96,849",469,"1,686 ",+8,"88,814",+559,"6,349",100,"1,888",33,"7,171,510","139,794","51,300,408 "
92,Latvia,"95,420",818,"1,789 ",+12,"85,465",,"8,166",77,"50,989",956,"1,702,527","909,774","1,871,373 "
93,Estonia,"89,331","1,784",745 ,+6,"60,743",+367,"27,843",69,"67,310",561,"1,055,353","795,193","1,327,166 "
94,Sri Lanka,"88,524",132,534 ,+2,"85,725",+756,"2,265",,"4,122",25,"2,274,509","105,906","21,476,694 "
95,Ghana,"88,421",193,705 ,+7,"84,095",+266,"3,621",65,"2,805",22,"955,937","30,321","31,527,699 "
96,Kyrgyzstan,"87,045",55,"1,485 ",+1,"83,980",+56,"1,580",16,"13,189",225,"797,877","120,894","6,599,827 "
97,Zambia,"85,502",262,"1,170 ",+3,"82,457",+25,"1,875",146,"4,562",62,"1,174,217","62,646","18,743,627 "
98,Montenegro,"85,253",553,"1,169 ",+18,"75,503",+651,"8,581",69,"135,727","1,861","313,684","499,400","628,122 "
99,Norway,"82,984",529,648 ,+7,"70,224",,"12,112",34,"15,223",119,"4,269,215","783,177","5,451,149 "
100,Uzbekistan,"80,858",115,622 ,,"79,450",+79,786,23,"2,392",18,"1,377,915","40,754","33,810,362 "
101,Uruguay,"73,770",,725 ,,"62,584",,"10,461",135,"21,185",208,"1,160,950","333,392","3,482,240 "
102,Finland,"68,693",842,804 ,+3,"46,000",,"21,889",56,"12,384",145,"3,684,260","664,213","5,546,809 "
103,Mozambique,"65,197",268,733 ,+1,"51,376",+532,"13,088",,"2,046",23,"458,121","14,376","31,867,162 "
104,Cuba,"63,725",727,380 ,+4,"59,550",+940,"3,795",64,"5,629",34,"2,710,768","239,431","11,321,721 "
105,El Salvador,"62,531",,"1,962 ",+4,"59,576",,993,41,"9,606",301,"807,015","123,978","6,509,323 "
106,Singapore,"60,137",9,30 ,,"60,001",+17,106,,"10,223",5,"8,055,714","1,369,367","5,882,803 "
107,Luxembourg,"58,408",297,704 ,+7,"54,666",+138,"3,038",26,"92,252","1,112","2,271,031","3,586,962","633,135 "
108,Afghanistan,"56,044",28,"2,462 ",+2,"49,536",+37,"4,046","1,097","1,417",62,"326,235","8,250","39,542,518 "
109,Namibia,"41,546",80,477 ,+3,"38,942",+149,"2,127",26,"16,146",185,"325,490","126,492","2,573,212 "
110,Cameroon,"40,622",,601 ,,"35,261",,"4,760",53,"1,504",22,"905,000","33,508","27,008,216 "
111,Uganda,"40,607",14,334 ,,"15,099",,"25,174",,869,7,"907,398","19,410","46,748,281 "
112,Cyprus,"40,344",,241 ,,"2,057",,"38,046",42,"33,244",199,"2,634,298","2,170,717","1,213,561 "
113,Ivory Coast,"38,120",,214 ,,"35,111",,"2,795",,"1,421",8,"466,511","17,384","26,835,349 "
114,Senegal,"37,254",192,990 ,+9,"33,326",+283,"2,938",42,"2,185",58,"417,445","24,480","17,052,432 "
115,Zimbabwe,"36,552",17,"1,508 ",+1,"34,136",+12,908,22,"2,434",100,"363,872","24,234","15,015,094 "
116,Botswana,"34,999",,447 ,,"29,916",,"4,636",1,"14,675",187,"880,029","368,996","2,384,929 "
117,Malawi,"32,970",76,"1,088 ",,"27,184",+294,"4,698",43,"1,693",56,"209,959","10,781","19,475,663 "
118,Jamaica,"32,728",821,507 ,+13,"15,473",+102,"16,748",29,"11,018",171,"251,365","84,626","2,970,300 "
119,Australia,"29,154",17,909 ,,"26,233",+2,"2,012",,"1,134",35,"15,020,168","584,254","25,708,263 "
120,Sudan,"29,135",,"1,959 ",,"23,583",,"3,593",,654,44,,,"44,566,181 "
121,Thailand,"27,402",248,88 ,+1,"26,339",+40,975,1,392,1,"8,014,926","114,624","69,923,833 "
122,Malta,"27,272",211,361 ,+4,"23,784",+193,"3,127",,"61,649",816,"767,446","1,734,835","442,374 "
123,DRC,"27,252",152,722 ,,"23,759",,"2,771",,298,8,,,"91,461,188 "
124,Maldives,"21,961",142,64 ,,"19,519",+177,"2,378",179,"40,131",117,"589,866","1,077,912","547,230 "
125,Madagascar,"21,688",,335 ,,"20,614",,739,23,769,12,"128,306","4,552","28,188,911 "
126,Angola,"21,489",43,522 ,,"20,028",+57,939,17,640,16,"406,827","12,115","33,579,336 "
127,Rwanda,"20,480",68,283 ,+1,"18,906",+102,"1,291",13,"1,554",21,"1,073,824","81,493","13,176,882 "
128,Mayotte,"18,845",,137 ,,"2,964",,"15,744",23,"67,929",494,"143,569","517,511","277,422 "
129,French Polynesia,"18,561",,141 ,,"4,842",,"13,578",3,"65,806",500,"26,355","93,439","282,055 "
130,Guinea,"17,982",,104 ,,"15,719",,"2,159",24,"1,344",8,"159,639","11,930","13,381,759 "
131,Mauritania,"17,487",,444 ,,"16,806",,237,14,"3,693",94,"187,554","39,609","4,735,112 "
132,Gabon,"17,297",352,105 ,+4,"15,102",+322,"2,090",19,"7,645",46,"590,518","261,002","2,262,505 "
133,Eswatini,"17,243",,663 ,,"15,841",,739,36,"14,755",567,"155,723","133,253","1,168,629 "
134,Syria,"16,776",120,"1,120 ",+10,"11,231",+90,"4,425",,943,63,,,"17,798,214 "
135,French Guiana,"16,764",,87 ,,"9,995",,"6,682",6,"55,127",286,"153,467","504,666","304,096 "
136,Cabo Verde,"16,250",96,158 ,+1,"15,599",+50,493,23,"29,005",282,"125,300","223,653","560,242 "
137,Réunion,"13,801",,71 ,,"12,389",,"1,341",58,"15,337",79,"98,785","109,783","899,821 "
138,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,374",9,,,"9,687,721 "
139,Haiti,"12,669",,250 ,,"10,204",,"2,215",,"1,102",22,"54,379","4,728","11,500,401 "
140,Burkina Faso,"12,399",21,144 ,,"11,978",+4,277,,582,7,,,"21,303,812 "
141,Belize,"12,389",,316 ,,"12,010",,63,,"30,765",785,"91,777","227,906","402,696 "
142,Hong Kong,"11,341",11,203 ,,"10,809",+23,329,10,"1,504",27,"9,296,529","1,232,980","7,539,887 "
143,Andorra,"11,319",,113 ,,"10,861",,345,12,"146,331","1,461","193,595","2,502,780","77,352 "
144,Guadeloupe,"10,614",,162 ,,"2,242",,"8,210",8,"26,524",405,"141,058","352,493","400,172 "
145,Lesotho,"10,530",,309 ,,"3,922",,"6,299",,"4,888",143,"63,155","29,317","2,154,230 "
146,South Sudan,"9,613",,106 ,,"7,906",,"1,601",2,852,9,"121,922","10,803","11,286,150 "
147,Somalia,"9,437",,385 ,,"4,306",,"4,746",,582,24,,,"16,202,997 "
148,Congo,"9,329",,131 ,,"7,514",,"1,684",,"1,662",23,"92,500","16,479","5,613,135 "
149,Guyana,"9,322",84,209 ,+1,"8,381",+22,732,7,"11,811",265,"78,308","99,220","789,233 "
150,Mali,"9,066",48,365 ,+1,"6,556",+30,"2,145",,439,18,"159,785","7,735","20,658,139 "
151,Suriname,"9,034",,176 ,,"8,528",,330,5,"15,303",298,"42,901","72,672","590,338 "
152,Bahamas,"8,800",24,186 ,,"7,676",+24,938,3,"22,228",470,"72,346","182,741","395,893 "
153,Aruba,"8,551",69,81 ,+1,"8,143",+49,327,8,"79,852",756,"115,278","1,076,499","107,086 "
154,Togo,"8,472",150,98 ,+1,"7,026",+86,"1,348",,"1,007",12,"256,302","30,459","8,414,587 "
155,Trinidad and Tobago,"7,807",17,140 ,,"7,546",+2,121,2,"5,566",100,"103,786","73,991","1,402,692 "
156,Martinique,"7,309",,47 ,,98,,"7,164",5,"19,488",125,"113,150","301,686","375,059 "
157,Equatorial Guinea,"6,603",,100 ,,"5,994",,509,19,"4,601",70,"105,164","73,280","1,435,104 "
158,Nicaragua,"6,582",,176 ,,"4,225",,"2,181",,985,26,,,"6,680,056 "
159,Benin,"6,501",,81 ,,"5,552",,868,35,527,7,"520,466","42,159","12,345,235 "
160,Djibouti,"6,385",49,63 ,,"6,007",+9,315,,"6,397",63,"121,433","121,664","998,105 "
161,Iceland,"6,089",2,29 ,,"6,029",+1,31,1,"17,762",85,"517,236","1,508,830","342,806 "
162,Curaçao,"5,380",142,22 ,,"4,747",+17,611,8,"32,692",134,"60,017","364,696","164,567 "
163,CAR,"5,025",,63 ,,"4,920",,42,2,"1,028",13,"37,104","7,590","4,888,745 "
164,Gambia,"5,019",,153 ,,"4,525",,341,3,"2,037",62,"51,683","20,974","2,464,095 "
165,Niger,"4,870",,183 ,,"4,516",,171,1,196,7,"84,900","3,421","24,816,171 "
166,Chad,"4,357",13,156 ,+1,"3,836",+18,365,,260,9,,,"16,755,017 "
167,Mongolia,"4,340",130,4 ,,"3,131",+48,"1,205",11,"1,309",1,"2,061,669","621,848","3,315,392 "
168,Gibraltar,"4,270",,94 ,,"4,143",,33,,"126,766","2,791","200,713","5,958,704","33,684 "
169,San Marino,"4,249",45,77 ,,"3,729",+38,443,8,"125,040","2,266","48,606","1,430,388","33,981 "
170,Saint Lucia,"4,083",14,55 ,,"3,865",+17,163,2,"22,164",299,"34,174","185,506","184,220 "
171,Channel Islands,"4,045",,86 ,,"3,965",,-6,1,"23,115",491,"399,901","2,285,240","174,993 "
172,Sierra Leone,"3,942",3,79 ,,"2,783",+1,"1,080",,487,10,"116,448","14,393","8,090,749 "
173,Comoros,"3,652",5,146 ,,"3,459",+6,47,,"4,138",165,,,"882,586 "
174,Guinea-Bissau,"3,488",19,54 ,+2,"2,791",+15,643,14,"1,744",27,"55,802","27,893","2,000,567 "
175,Seychelles,"3,486",132,16 ,,"2,957",+17,513,,"35,292",162,"5,200","52,644","98,777 "
176,Barbados,"3,471",13,39 ,,"3,285",+31,147,,"12,068",136,"134,448","467,444","287,624 "
177,Eritrea,"3,078",16,7 ,,"2,770",+39,301,,860,2,"23,693","6,616","3,580,954 "
178,Yemen,"3,037",68,713 ,+6,"1,508",+1,816,23,100,24,"17,404",575,"30,286,262 "
179,Liechtenstein,"2,616",1,56 ,,"2,525",+2,35,,"68,473","1,466","29,848","781,259","38,205 "
180,Vietnam,"2,567",7,35 ,,"2,198",+40,334,,26,0.4,"2,598,753","26,530","97,956,157 "
181,Burundi,"2,461",,3 ,,773,,"1,685",,203,0.2,"90,019","7,416","12,137,955 "
182,New Zealand,"2,434",2,26 ,,"2,311",,97,,487,5,"1,830,299","365,906","5,002,100 "
183,Papua New Guinea,"2,351",,26 ,,846,,"1,479",,259,3,"54,410","6,002","9,065,966 "
184,Turks and Caicos,"2,250",,15 ,,"2,109",,126,7,"57,565",384,"18,012","460,830","39,086 "
185,Monaco,"2,141",6,27 ,,"1,945",+13,169,5,"54,288",685,"51,953","1,317,334","39,438 "
186,Sao Tome and Principe,"2,107",22,33 ,+1,"1,893",+13,181,,"9,490",149,"11,592","52,212","222,016 "
187,Sint Maarten,"2,088",,27 ,,"2,051",,10,1,"48,312",625,"22,027","509,660","43,219 "
188,Liberia,"2,042",2,85 ,,"1,899",,58,2,397,17,"79,684","15,500","5,140,916 "
189,St. Vincent Grenadines,"1,681",,9 ,,"1,129",,543,2,"15,118",81,"38,783","348,802","111,189 "
190,Saint Martin,"1,602",,12 ,,"1,399",,191,7,"40,942",307,"22,204","567,456","39,129 "
191,Cambodia,"1,505",75,1 ,,840,+22,664,,89,0.06,"555,192","32,887","16,881,755 "
192,Isle of Man,"1,383",32,26 ,,470,+40,887,12,"16,204",305,"38,147","446,943","85,351 "
193,Antigua and Barbuda,992,,27 ,,598,,367,45,"10,071",274,"16,075","163,196","98,501 "
194,Taiwan,990,,10 ,,956,+5,24,,42,0.4,"459,223","19,257","23,847,267 "
195,Bhutan,868,,1 ,,866,,1,,"1,116",1,"568,159","730,663","777,594 "
196,Caribbean Netherlands,866,,6 ,,562,,298,,"32,809",227,"8,080","306,119","26,395 "
197,Mauritius,758,,10  ,,592,,156,,595,8,"289,552","227,410","1,273,261 "
198,Bermuda,740,,12 ,,699,,29,,"11,913",193,"182,725","2,941,721","62,115 "
199,Diamond Princess,712,,13 ,,699,,0,,,,,, 
200,St. Barth,712,,1 ,,462,,249,,"71,934",101,"19,114","1,931,097","9,898 "
201,Faeroe Islands,661,,1 ,,657,,3,,"13,491",20,"236,243","4,821,876","48,994 "
202,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"60,922,523 "
203,Cayman Islands,474,,2 ,,441,,31,,"7,153",30,"78,043","1,177,723","66,266 "
204,Wallis and Futuna,261,28, ,,7,,254,1,"23,516",,"1,331","119,921","11,099 "
205,Timor-Leste,216,8, ,,109,+5,107,,162,,"33,746","25,258","1,336,067 "
206,Brunei ,202,,3 ,,186,,13,,459,7,"110,445","250,765","440,432 "
207,Dominica,156,, ,,141,,15,,"2,163",,"12,325","170,915","72,112 "
208,Grenada,154,,1 ,,151,,2,,"1,364",9,"23,330","206,660","112,891 "
209,British Virgin Islands,153,,1 ,,131,,21,,"5,037",33,"13,223","435,354","30,373 "
210,New Caledonia,95,, ,,58,,37,,331,,"25,826","89,851","287,433 "
211,Fiji,66,,2 ,,60,,4,,73,2,"33,309","36,968","901,029 "
212,Falkland Islands,54,, ,,54,,0,,"15,207",,"7,112","2,002,816","3,551 "
213,Laos,49,1, ,,45,+3,4,,7,,"123,533","16,808","7,349,814 "
214,Macao,48,, ,,47,,1,,73,,"4,369","6,665","655,563 "
215,Saint Kitts and Nevis,43,, ,,41,,2,,804,,"10,465","195,736","53,465 "
216,Greenland,31,, ,,31,,0,,545,,"19,792","348,205","56,840 "
217,Vatican City,27,, ,,15,,12,,"33,666",,,,802 
218,Saint Pierre Miquelon,24,, ,,24,,0,,"4,157",,"3,729","645,826","5,774 "
219,Anguilla,21,, ,,18,,3,,"1,391",,"11,052","732,066","15,097 "
220,Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,093","218,863","4,994 "
221,Solomon Islands,18,, ,,16,,2,,26,,"4,500","6,441","698,672 "
222,Western Sahara,10,,1 ,,8,,1,,16,2,,,"607,617 "
223,MS Zaandam,9,,2 ,,7,,0,,,,,, 
224,Marshall Islands,4,, ,,4,,0,,67,,,,"59,472 "
225,Samoa,3,, ,,2,,1,,15,,,,"199,345 "
226,Vanuatu,3,, ,,1,,2,,10,,470,"1,506","312,171 "
227,Micronesia,1,, ,,1,,0,,9,,,,"115,873 "
228,China,"90,066",4,"4,636 ",,"85,254",+10,176,,63,3,"160,000,000","111,163","1,439,323,776 "
