,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,CriticalCases,Totcase1M,Totdeath1M,TotalTests,Tottest1M,Population
61,Dominican Republic,"247,979",615,"3,257 ",+9,"204,188",+532,"40,534",171,"22,697",298,"1,267,187","115,981","10,925,770 "
62,Tunisia,"243,935",496,"8,490 ",+27,"210,983",+608,"24,462",266,"20,486",713,"1,050,963","88,263","11,907,114 "
63,Azerbaijan,"243,424",933,"3,314 ",+7,"231,894",+256,"8,216",,"23,854",325,"2,746,681","269,161","10,204,617 "
64,Greece,"230,317","3,070","7,297 ",+45,"196,726","+2,245","26,294",645,"22,175",703,"5,998,051","577,491","10,386,390 "
65,Ireland,"228,796",581,"4,566 ",,"23,364",,"200,866",83,"45,968",917,"3,786,972","760,857","4,977,243 "
66,Kazakhstan,"227,953","1,186","2,881 ",+8,"208,881",+807,"16,191",221,"12,037",152,"8,059,566","425,592","18,937,317 "
67,Denmark,"223,415",786,"2,397 ",+1,"211,962",+606,"9,056",38,"38,474",413,"21,549,949","3,711,131","5,806,842 "
68,Palestine,"218,061","2,077","2,358 ",+15,"193,578","+1,739","22,125",190,"42,050",455,"1,336,914","257,805","5,185,760 "
69,Kuwait,"215,067","1,394","1,202 ",+8,"199,549","+1,276","14,316",222,"49,834",279,"1,941,949","449,976","4,315,676 "
70,Costa Rica,"211,433",485,"2,894 ",+3,"190,039",+135,"18,500",137,"41,236",564,"753,068","146,871","5,127,425 "
71,Moldova,"210,725","1,797","4,472 ",+36,"183,520","+1,412","22,733",331,"52,325","1,110","789,550","196,053","4,027,218 "
72,Lithuania,"207,514",597,"3,444 ",+12,"192,922",+438,"11,148",119,"77,004","1,278","2,242,730","832,230","2,694,845 "
73,Slovenia,"203,545",973,"3,951 ",+3,"189,333","+1,018","10,261",85,"97,899","1,900","993,180","477,687","2,079,143 "
74,Egypt,"193,482",642,"11,472 ",+41,"148,823",+399,"33,187",90,"1,866",111,"1,000,000","9,642","103,710,148 "
75,Paraguay,"188,493","2,605","3,620 ",+32,"155,244","+1,463","29,629",368,"26,197",503,"832,389","115,687","7,195,182 "
76,Guatemala,"185,832",898,"6,639 ",+20,"170,059",+435,"9,134",5,"10,238",366,"995,537","54,845","18,151,828 "
77,Ethiopia,"181,869","2,057","2,602 ",+10,"145,349",+330,"33,918",600,"1,555",22,"2,256,439","19,288","116,987,437 "
78,Armenia,"181,165","1,024","3,301  ",+19,"167,186",+273,"10,678",,"61,055","1,112","788,953","265,890","2,967,221 "
79,Honduras,"180,271",756,"4,390 ",+17,"68,919",+27,"106,962",451,"17,996",438,"483,906","48,308","10,017,050 "
80,Qatar,"172,200",499,270 ,,"159,472",+331,"12,458",140,"61,329",96,"1,648,555","587,133","2,807,805 "
81,Nigeria,"161,409",135,"2,027 ",,"146,890",+426,"12,492",10,769,10,"1,684,305","8,029","209,770,693 "
82,Bosnia and Herzegovina,"149,891","1,728","5,729 ",+57,"123,433",+753,"20,729",,"45,893","1,754","733,032","224,435","3,266,116 "
83,Libya,"149,207","1,032","2,435 ",+13,"136,158","+1,235","10,614",,"21,506",351,"805,433","116,089","6,938,059 "
84,Oman,"149,135",577,"1,620 ",+3,"137,871",+327,"9,644",88,"28,686",312,"1,550,000","298,140","5,198,898 "
85,Venezuela,"148,208",631,"1,467 ",+8,"139,314",+473,"7,427",156,"5,223",52,"3,044,649","107,289","28,377,965 "
86,Myanmar,"142,212",22,"3,204 ",+1,"131,754",+3,"7,254",,"2,601",59,"2,518,497","46,066","54,671,250 "
87,Bahrain,"133,779",642,491 ,+2,"126,703",+623,"6,585",57,"76,735",282,"3,368,947","1,932,402","1,743,399 "
88,Albania,"119,528",590,"2,106 ",+14,"83,264",+710,"34,158",46,"41,567",732,"518,673","180,374","2,875,537 "
89,Kenya,"117,535","1,225","1,954 ",+17,"89,203",+142,"26,378",114,"2,152",36,"1,394,748","25,538","54,614,223 "
90,North Macedonia,"116,438","1,216","3,403 ",+15,"99,126",+111,"13,909",124,"55,891","1,633","578,923","277,886","2,083,313 "
91,Algeria,"115,842",154,"3,051 ",+3,"80,347",+128,"32,444",15,"2,608",69,,,"44,415,666 "
92,S. Korea,"97,294",445,"1,688 ",+2,"89,178",+364,"6,428",100,"1,897",33,"7,218,087","140,701","51,300,888 "
93,Latvia,"95,902",482,"1,801 ",+12,"85,465",,"8,636",77,"51,253",963,"1,718,535","918,440","1,871,146 "
94,Estonia,"91,029","1,698",758 ,+13,"64,690","+3,947","25,581",66,"68,588",571,"1,063,059","800,993","1,327,176 "
95,Sri Lanka,"89,024",162,537  ,,"85,944",+219,"2,543",,"4,145",25,"2,274,509","105,901","21,477,673 "
96,Ghana,"88,421",,705 ,,"84,095",,"3,621",65,"2,804",22,"955,937","30,314","31,534,802 "
97,Kyrgyzstan,"87,143",98,"1,485 ",,"84,031",+51,"1,627",16,"13,201",225,"801,474","121,417","6,601,005 "
98,Zambia,"85,889",387,"1,175 ",+5,"82,527",+70,"2,187",125,"4,581",63,"1,180,598","62,968","18,749,276 "
99,Montenegro,"85,774",521,"1,178 ",+9,"76,200",+697,"8,396",69,"136,556","1,875","315,703","502,613","628,123 "
100,Norway,"84,553","1,034",648 ,,"70,224",,"13,681",44,"15,510",119,"4,269,215","783,111","5,451,611 "
101,Uzbekistan,"80,971",113,622 ,,"79,533",+83,816,23,"2,394",18,"1,377,915","40,748","33,815,665 "
102,Uruguay,"76,816","1,678",749 ,+9,"64,492","+1,017","11,575",151,"22,059",215,"1,185,490","340,426","3,482,371 "
103,Finland,"69,497",804,805 ,+1,"46,000",,"22,692",50,"12,529",145,"3,708,679","668,604","5,546,903 "
104,Mozambique,"65,452",255,737 ,+4,"52,363",+987,"12,352",,"2,053",23,"459,580","14,417","31,876,769 "
105,Cuba,"64,414",689,384 ,+4,"60,378",+828,"3,652",60,"5,689",34,"2,730,305","241,158","11,321,646 "
106,El Salvador,"62,531",,"1,967 ",+5,"59,576",,988,41,"9,606",302,"807,015","123,972","6,509,680 "
107,Singapore,"60,152",15,30 ,,"60,014",+13,108,,"10,224",5,"8,055,714","1,369,250","5,883,305 "
108,Luxembourg,"58,674",266,705 ,+1,"54,935",+269,"3,034",23,"92,656","1,113","2,280,826","3,601,801","633,246 "
109,Afghanistan,"56,069",25,"2,462 ",,"49,664",+128,"3,943","1,097","1,418",62,"328,252","8,299","39,552,123 "
110,Namibia,"41,684",138,483 ,+6,"39,105",+163,"2,096",23,"16,196",188,"327,300","127,170","2,573,716 "
111,Cyprus,"41,111",385,241 ,,"2,057",,"38,813",43,"33,874",199,"2,718,581","2,239,991","1,213,657 "
112,Uganda,"40,625",18,334 ,,"15,110",+11,"25,181",,869,7,"910,045","19,460","46,764,145 "
113,Cameroon,"40,622",,601 ,,"35,261",,"4,760",53,"1,504",22,"905,000","33,499","27,015,460 "
114,Ivory Coast,"38,923",641,215 ,+1,"35,923",+436,"2,785",,"1,450",8,"473,798","17,651","26,842,510 "
115,Senegal,"37,428",174,995 ,+5,"33,643",+317,"2,790",40,"2,194",58,"419,334","24,584","17,057,271 "
116,Zimbabwe,"36,611",59,"1,509 ",+1,"34,226",+90,876,22,"2,438",100,"363,872","24,230","15,017,460 "
117,Botswana,"35,493",494,458 ,+11,"31,128","+1,212","3,907",1,"14,879",192,"889,158","372,742","2,385,449 "
118,Jamaica,"33,366",638,511 ,+4,"15,615",+142,"17,240",34,"11,233",172,"253,621","85,382","2,970,440 "
119,Malawi,"33,045",75,"1,091 ",+3,"27,532",+348,"4,422",43,"1,696",56,"210,730","10,817","19,481,084 "
120,Australia,"29,166",12,909 ,,"26,235",+2,"2,022",,"1,134",35,"15,070,594","586,142","25,711,496 "
121,Sudan,"29,135",,"1,959 ",,"23,583",,"3,593",,654,44,,,"44,577,400 "
122,Malta,"27,515",243,363 ,+2,"24,118",+334,"3,034",,"62,197",821,"772,206","1,745,544","442,387 "
123,Thailand,"27,494",92,89 ,+1,"26,377",+38,"1,028",1,393,1,"8,014,926","114,621","69,925,742 "
124,DRC,"27,290",38,726 ,+4,"24,361",+602,"2,203",,298,8,,,"91,491,080 "
125,Maldives,"22,147",186,64 ,,"19,642",+123,"2,441",179,"40,463",117,"594,582","1,086,324","547,334 "
126,Madagascar,"21,999",173,338 ,+1,"20,750",+80,911,23,780,12,"128,306","4,550","28,196,717 "
127,Angola,"21,558",69,522 ,,"20,032",+4,"1,004",17,642,16,"408,034","12,147","33,590,562 "
128,Rwanda,"20,551",71,284 ,+1,"19,007",+101,"1,260",7,"1,559",22,"1,077,055","81,716","13,180,402 "
129,Mayotte,"18,984",62,142 ,,"2,964",,"15,878",21,"68,412",512,"147,985","533,289","277,495 "
130,French Polynesia,"18,570",4,141 ,,"4,842",,"13,587",3,"65,834",500,"26,355","93,434","282,072 "
131,Guinea,"18,438",153,107 ,+1,"15,804",+52,"2,527",24,"1,377",8,"164,064","12,257","13,385,666 "
132,Mauritania,"17,542",21,445 ,,"16,839",+18,258,14,"3,704",94,"189,639","40,038","4,736,453 "
133,Gabon,"17,297",,105 ,,"15,102",,"2,090",19,"7,643",46,"590,518","260,935","2,263,081 "
134,Eswatini,"17,267",10,664 ,+1,"15,936",+51,667,36,"14,774",568,"156,966","134,301","1,168,760 "
135,Syria,"16,925",149,"1,130 ",+10,"11,322",+91,"4,473",,951,63,,,"17,802,874 "
136,French Guiana,"16,764",,87 ,,"9,995",,"6,682",6,"55,112",286,"153,467","504,525","304,181 "
137,Cabo Verde,"16,298",48,158 ,,"15,646",+47,494,23,"29,088",282,"125,300","223,627","560,308 "
138,Réunion,"14,631",,87 ,,"13,109",,"1,435",57,"16,259",97,"98,785","109,774","899,891 "
139,Tajikistan,"13,308",,90  ,,"13,218",,0,,"1,373",9,,,"9,690,068 "
140,Haiti,"12,698",12,251 ,,"10,443",+112,"2,004",,"1,104",22,"54,379","4,728","11,501,920 "
141,Burkina Faso,"12,450",24,145 ,,"11,998",+5,307,,584,7,,,"21,310,100 "
142,Belize,"12,399",3,316 ,,"12,024",+4,59,,"30,784",785,"92,709","230,176","402,775 "
143,Andorra,"11,393",33,113 ,,"10,904",+21,376,12,"147,284","1,461","193,595","2,502,715","77,354 "
144,Hong Kong,"11,351",10,203 ,,"10,824",+15,324,10,"1,505",27,"9,296,529","1,232,871","7,540,551 "
145,Guadeloupe,"10,976",,165 ,,"2,242",,"8,569",8,"27,428",412,"145,313","363,125","400,173 "
146,Lesotho,"10,530",,309 ,,"3,922",,"6,299",,"4,888",143,"63,155","29,314","2,154,415 "
147,South Sudan,"9,768",74,106 ,,"8,215",,"1,447",2,865,9,"123,306","10,924","11,287,583 "
148,Somalia,"9,600",,392 ,,"4,329",,"4,879",,592,24,,,"16,207,862 "
149,Congo,"9,564",235,134 ,+3,"7,514",,"1,916",,"1,703",24,"92,500","16,475","5,614,624 "
150,Guyana,"9,442",120,212 ,+3,"8,430",+49,800,7,"11,963",269,"79,415","100,618","789,275 "
151,Mali,"9,118",52,366 ,+1,"6,574",+18,"2,178",,441,18,"159,785","7,732","20,664,540 "
152,Suriname,"9,049",7,176 ,,"8,534",+2,339,3,"15,327",298,"43,294","73,330","590,396 "
153,Bahamas,"8,800",,186 ,,"7,676",,938,3,"22,226",470,"72,346","182,722","395,934 "
154,Aruba,"8,624",73,81 ,,"8,164",+21,379,8,"80,530",756,"116,012","1,083,303","107,091 "
155,Togo,"8,582",110,102 ,+4,"7,078",+52,"1,402",,"1,020",12,"257,565","30,602","8,416,713 "
156,Trinidad and Tobago,"7,812",5,140 ,,"7,549",+3,123,2,"5,569",100,"103,999","74,140","1,402,741 "
157,Martinique,"7,309",,47 ,,98,,"7,164",5,"19,488",125,"113,150","301,688","375,056 "
158,Equatorial Guinea,"6,666",63,100 ,,"6,121",+127,445,10,"4,643",70,"105,832","73,719","1,435,611 "
159,Nicaragua,"6,582",,176 ,,"4,225",,"2,181",,985,26,,,"6,680,917 "
160,Benin,"6,501",,81 ,,"5,552",,868,35,526,7,"520,466","42,147","12,348,717 "
161,Djibouti,"6,452",67,63 ,,"6,022",+15,367,,"6,463",63,"121,959","122,171","998,262 "
162,Iceland,"6,091",2,29 ,,"6,030",+1,32,1,"17,767",85,"519,373","1,514,953","342,831 "
163,Curaçao,"5,520",140,23 ,+1,"4,761",+14,736,9,"33,541",140,"60,650","368,525","164,575 "
164,Gambia,"5,122",37,160 ,+2,"4,686",+66,276,3,"2,078",65,"52,686","21,375","2,464,840 "
165,CAR,"5,075",11,64 ,+1,"4,938",+18,73,2,"1,038",13,"37,104","7,588","4,889,664 "
166,Niger,"4,906",2,185 ,,"4,529",+4,192,1,198,7,"85,444","3,442","24,825,806 "
167,Mongolia,"4,498",158,4 ,,"3,212",+81,"1,282",11,"1,356",1,"2,078,713","626,880","3,315,969 "
168,Chad,"4,380",23,157 ,+1,"3,864",+28,359,,261,9,,,"16,760,189 "
169,San Marino,"4,292",41,78 ,,"3,758",+29,456,11,"126,302","2,295","48,971","1,441,086","33,982 "
170,Gibraltar,"4,270",,94 ,,"4,148",+5,28,2,"126,766","2,791","203,034","6,027,610","33,684 "
171,Saint Lucia,"4,097",14,55 ,,"3,880",+15,162,2,"22,239",299,"34,268","186,008","184,229 "
172,Channel Islands,"4,045",,86 ,,"3,965",,-6,1,"23,113",491,"399,901","2,285,018","175,010 "
173,Sierra Leone,"3,947",5,79 ,,"2,789",+6,"1,079",,488,10,"116,448","14,390","8,092,525 "
174,Comoros,"3,657",5,146 ,,"3,465",+6,46,,"4,143",165,,,"882,789 "
175,Seychelles,"3,566",80,16 ,,"2,962",+5,588,,"36,099",162,"5,200","52,640","98,784 "
176,Guinea-Bissau,"3,518",30,54 ,,"2,806",+15,658,14,"1,758",27,"56,097","28,033","2,001,077 "
177,Barbados,"3,492",21,39 ,,"3,285",,168,,"12,141",136,"135,021","469,429","287,628 "
178,Yemen,"3,126",89,723 ,+10,"1,520",+12,883,23,103,24,"17,404",575,"30,293,458 "
179,Eritrea,"3,095",17,7 ,,"2,833",+63,255,,864,2,"23,693","6,615","3,581,490 "
180,Liechtenstein,"2,620",4,56 ,,"2,526",+1,38,,"68,574","1,466","29,848","781,218","38,207 "
181,Vietnam,"2,570",3,35 ,,"2,198",,337,,26,0.4,"2,598,753","26,527","97,965,719 "
182,Burundi,"2,542",81,3 ,,773,,"1,766",,209,0.2,"90,019","7,414","12,141,843 "
183,Papua New Guinea,"2,479",128,31 ,+5,846,,"1,602",,273,3,"54,410","6,000","9,067,821 "
184,New Zealand,"2,434",,26 ,,"2,311",,97,,487,5,"1,830,299","365,906","5,002,100 "
185,Turks and Caicos,"2,253",,15 ,,"2,109",,129,7,"57,635",384,"18,103","463,099","39,091 "
186,Monaco,"2,149",8,27 ,,"1,960",+15,162,5,"54,486",685,"51,953","1,317,233","39,441 "
187,Sao Tome and Principe,"2,114",7,34 ,+1,"1,920",+27,160,,"9,520",153,"11,592","52,202","222,060 "
188,Sint Maarten,"2,093",,27 ,,"2,051",,15,1,"48,422",625,"22,027","509,601","43,224 "
189,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,496","5,142,219 "
190,St. Vincent Grenadines,"1,684",3,9 ,,"1,506",+2,169,2,"15,145",81,"39,075","351,416","111,193 "
191,Saint Martin,"1,602",,12 ,,"1,399",,191,7,"40,934",307,"22,204","567,355","39,136 "
192,Cambodia,"1,541",36,1 ,,898,+58,642,,91,0.06,"555,192","32,882","16,884,284 "
193,Isle of Man,"1,411",28,26 ,,497,+27,888,12,"16,531",305,"42,077","492,959","85,356 "
194,Antigua and Barbuda,"1,008",16,27 ,,598,,383,45,"10,232",274,"16,075","163,181","98,510 "
195,Taiwan,998,8,10 ,,958,+2,30,,42,0.4,"459,223","19,256","23,847,737 "
196,Caribbean Netherlands,945,40,6 ,,580,+9,359,,"35,798",227,"8,297","314,304","26,398 "
197,Bhutan,868,,1 ,,867,+1,0,,"1,116",1,"570,591","733,704","777,686 "
198,Mauritius,768,6,10 ,,592,,166,,603,8,"289,552","227,406","1,273,284 "
199,Bermuda,740,,12 ,,699,,29,,"11,914",193,"182,725","2,941,863","62,112 "
200,Diamond Princess,712,,13 ,,699,,0,,,,,, 
201,St. Barth,712,,1 ,,462,,249,,"71,926",101,"19,114","1,930,902","9,899 "
202,Faeroe Islands,661,,1 ,,657,,3,,"13,491",20,"236,493","4,826,782","48,996 "
203,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"60,941,192 "
204,Cayman Islands,475,1,2 ,,442,+1,31,,"7,167",30,"78,611","1,186,151","66,274 "
205,Wallis and Futuna,276,15, ,,7,,269,1,"24,872",,"1,331","119,942","11,097 "
206,Timor-Leste,229,13, ,,110,+1,119,,171,,"33,914","25,378","1,336,342 "
207,Brunei ,203,,3 ,,186,,14,,461,7,"110,758","251,450","440,478 "
208,Dominica,156,, ,,141,,15,,"2,163",,"12,325","170,910","72,114 "
209,Grenada,154,,1 ,,151,,2,,"1,364",9,"23,330","206,649","112,897 "
210,British Virgin Islands,153,,1 ,,131,,21,,"5,037",33,"13,223","435,325","30,375 "
211,New Caledonia,96,1, ,,58,,38,,334,,"26,066","90,676","287,463 "
212,Fiji,66,,2 ,,63,+3,1,,73,2,"34,346","38,116","901,100 "
213,Falkland Islands,54,, ,,54,,0,,"15,203",,"7,112","2,002,252","3,552 "
214,Laos,49,, ,,45,,4,,7,,"123,533","16,805","7,350,968 "
215,Macao,48,, ,,47,,1,,73,,"4,369","6,664","655,660 "
216,Saint Kitts and Nevis,44,1, ,,42,+1,2,,823,,"10,591","198,077","53,469 "
217,Greenland,31,, ,,31,,0,,545,,"19,792","348,199","56,841 "
218,Vatican City,27,, ,,15,,12,,"33,666",,,,802 
219,Saint Pierre Miquelon,24,, ,,24,,0,,"4,157",,"3,729","645,826","5,774 "
220,Anguilla,21,, ,,18,,3,,"1,391",,"11,052","731,969","15,099 "
221,Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,093","218,863","4,994 "
222,Solomon Islands,18,, ,,16,,2,,26,,"4,500","6,439","698,857 "
223,Western Sahara,10,,1 ,,8,,1,,16,2,,,"607,778 "
224,MS Zaandam,9,,2 ,,7,,0,,,,,, 
225,Marshall Islands,4,, ,,4,,0,,67,,,,"59,476 "
226,Samoa,3,, ,,2,,1,,15,,,,"199,359 "
227,Vanuatu,3,, ,,1,,2,,10,,470,"1,505","312,249 "
228,Micronesia,1,, ,,1,,0,,9,,,,"115,886 "
