,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,CriticalCases,Totcase1M,Totdeath1M,TotalTests,Tottest1M,Population
27,Indonesia,"1,455,788","5,656","39,447 ",+108,"1,284,725","+5,760","131,616",,"5,282",143,"12,014,357","43,595","275,593,258 "
28,Netherlands,"1,194,580","7,593","16,260 ",+16,N/A,N/A,N/A,602,"69,606",947,"9,230,498","537,842","17,162,099 "
29,Canada,"930,516","3,452","22,643 ",+26,"873,590","+2,542","34,283",587,"24,501",596,"26,492,049","697,542","37,979,136 "
30,Chile,"925,089","7,036","22,180 ",+93,"865,413","+6,316","37,496","2,227","48,097","1,153","10,492,677","545,535","19,233,723 "
31,Romania,"892,848","6,096","22,132 ",+112,"803,226","+4,241","67,490","1,324","46,636","1,156","6,967,873","363,949","19,145,213 "
32,Belgium,"827,941","5,140","22,650 ",+26,"55,308",+183,"749,983",543,"71,216","1,948","10,390,087","893,708","11,625,813 "
33,Israel,"827,220",611,"6,082 ",+9,"802,337","+1,609","18,801",550,"89,939",661,"13,114,555","1,425,869","9,197,590 "
34,Portugal,"817,080",457,"16,762 ",+8,"766,924",+754,"33,394",170,"80,300","1,647","8,771,420","862,029","10,175,315 "
35,Iraq,"789,390","4,674","13,969 ",+32,"710,699","+3,795","64,722",471,"19,317",342,"7,619,313","186,452","40,864,712 "
36,Sweden,"744,272",,"13,262 ",,N/A,N/A,N/A,272,"73,368","1,307","6,627,544","653,320","10,144,412 "
37,Philippines,"656,056","7,999","12,930 ",+30,"562,484",+597,"80,642",785,"5,931",117,"9,587,966","86,672","110,623,413 "
38,Pakistan,"623,135","3,876","13,799 ",+42,"579,760","+1,446","29,576","2,122","2,782",62,"9,732,033","43,457","223,948,706 "
39,Switzerland,"580,609",,"10,203 ",,"534,217",,"36,189",145,"66,737","1,173","5,604,467","644,193","8,699,977 "
40,Bangladesh,"568,706","1,868","8,668 ",+26,"520,418","+1,577","39,620",,"3,429",52,"4,388,011","26,456","165,863,770 "
41,Hungary,"560,971","11,132","18,068 ",+227,"366,774","+1,966","176,129","1,237","58,176","1,874","4,242,762","439,997","9,642,702 "
42,Serbia,"546,896","4,687","4,900 ",+31,"462,016","+4,128","79,980",230,"62,775",562,"3,250,474","373,102","8,712,035 "
43,Jordan,"526,666","5,205","5,788 ",+87,"426,754","+6,302","94,124",729,"51,254",563,"5,431,286","528,560","10,275,635 "
44,Austria,"511,440","3,344","9,052 ",+28,"470,684","+2,409","31,704",394,"56,555","1,001","6,290,058","695,553","9,043,248 "
45,Morocco,"491,463",444,"8,763 ",+8,"478,870",+484,"3,830",264,"13,203",235,"5,860,596","157,444","37,223,432 "
46,Japan,"454,158","1,456","8,790 ",+32,"432,128","+1,201","13,240",332,"3,599",70,"9,267,866","73,439","126,197,834 "
47,UAE,"438,638","2,013","1,433 ",+5,"420,736","+2,240","16,469",,"43,970",144,"35,153,702","3,523,880","9,975,851 "
48,Lebanon,"436,575","2,253","5,715 ",+51,"343,099","+2,700","87,761",954,"64,170",840,"3,388,692","498,085","6,803,437 "
49,Saudi Arabia,"384,653",382,"6,602 ",+6,"374,135",+271,"3,916",587,"10,927",188,"14,585,281","414,344","35,200,932 "
50,Panama,"350,220",,"6,035 ",,"338,745",,"5,440",111,"80,266","1,383","2,058,286","471,732","4,363,253 "
51,Slovakia,"347,944","1,795","8,978 ",+84,"255,300",,"83,666",700,"63,708","1,644","2,258,854","413,593","5,461,542 "
52,Malaysia,"331,713","1,671","1,229 ",+4,"316,042","+1,585","14,442",151,"10,156",38,"7,137,059","218,510","32,662,428 "
53,Ecuador,"310,868","1,225","16,435 ",+23,"263,164",,"31,269",500,"17,431",922,"1,097,381","61,532","17,834,349 "
54,Belarus,"309,293","1,355","2,148 ",+9,"300,096","+1,280","7,049",,"32,740",227,"5,197,633","550,184","9,447,089 "
55,Bulgaria,"302,480","2,541","11,966 ",+34,"234,237",+641,"56,277",691,"43,770","1,732","1,945,976","281,587","6,910,740 "
56,Georgia,"277,218",422,"3,691 ",+8,"269,784",+158,"3,743",,"69,589",927,"3,134,025","786,720","3,983,659 "
57,Nepal,"275,829",79,"3,016 ",,"271,815",+82,998,,"9,347",102,"2,233,345","75,680","29,510,500 "
58,Bolivia,"263,808",867,"12,041 ",+13,"210,736",+894,"41,031",71,"22,382","1,022","838,159","71,110","11,786,799 "
59,Croatia,"256,805","1,186","5,753 ",+10,"244,135",+685,"6,917",89,"62,834","1,408","1,468,132","359,218","4,087,027 "
60,Dominican Republic,"248,989",487,"3,269 ",+7,"205,172",+437,"40,548",171,"22,789",299,"1,275,756","116,766","10,925,770 "
61,Azerbaijan,"245,490","1,187","3,339 ",+14,"232,534",+306,"9,617",,"24,057",327,"2,768,149","271,264","10,204,617 "
62,Tunisia,"245,405",629,"8,526 ",+20,"212,056",+495,"24,823",262,"20,610",716,"1,061,364","89,137","11,907,114 "
63,Greece,"235,611","2,532","7,421 ",+60,"198,920","+1,161","29,270",672,"22,685",714,"6,101,959","587,496","10,386,390 "
64,Kazakhstan,"230,527","1,310","2,899 ",,"210,449",+819,"17,179",221,"12,173",153,"8,298,090","438,187","18,937,317 "
65,Ireland,"229,831",525,"4,585 ",+9,"23,364",,"201,882",83,"46,176",921,"3,816,117","766,713","4,977,243 "
66,Denmark,"224,848",590,"2,399  ",+2,"213,173",+593,"9,276",40,"38,721",413,"22,155,122","3,815,348","5,806,842 "
67,Palestine,"221,391","1,479","2,406 ",+27,"196,678","+1,306","22,307",192,"42,692",464,"1,346,804","259,712","5,185,760 "
68,Kuwait,"217,933","1,347","1,215 ",+5,"202,208","+1,386","14,510",230,"50,498",282,"1,960,138","454,190","4,315,676 "
69,Moldova,"214,203","1,635","4,531 ",+30,"186,774","+1,669","22,898",344,"53,189","1,125","800,101","198,673","4,027,218 "
70,Costa Rica,"211,903",,"2,896 ",,"190,236",,"18,771",144,"41,327",565,"758,012","147,835","5,127,425 "
71,Lithuania,"208,650",575,"3,464 ",+12,"194,190",+877,"10,996",129,"77,426","1,285","2,260,807","838,938","2,694,845 "
72,Slovenia,"205,509","1,030","3,967 ",+6,"191,122",+917,"10,420",88,"98,843","1,908","1,004,333","483,051","2,079,143 "
73,Egypt,"194,771",644,"11,557 ",+45,"149,489",+233,"33,725",90,"1,878",111,"1,000,000","9,642","103,710,148 "
74,Paraguay,"192,599","2,100","3,695 ",+33,"158,244","+1,490","30,660",377,"26,768",514,"844,445","117,363","7,195,182 "
75,Guatemala,"187,659",919,"6,685 ",+22,"171,080",+520,"9,894",5,"10,338",368,"1,007,853","55,523","18,151,828 "
76,Ethiopia,"185,641","1,778","2,647 ",+29,"146,273",+586,"36,721",576,"1,587",23,"2,272,910","19,429","116,987,437 "
77,Armenia,"183,127","1,071","3,332 ",+12,"167,977",+459,"11,818",,"61,717","1,123","799,637","269,490","2,967,221 "
78,Honduras,"181,357",561,"4,422 ",+20,"69,105",+97,"107,830",461,"18,105",441,"488,266","48,743","10,017,050 "
79,Qatar,"173,206",509,272 ,+1,"160,115",+328,"12,819",159,"61,687",97,"1,660,175","591,271","2,807,805 "
80,Nigeria,"161,651",112,"2,030 ",+3,"147,775",+194,"11,846",10,771,10,"1,684,305","8,029","209,770,693 "
81,Bosnia and Herzegovina,"151,337",,"5,773 ",,"123,653",,"21,911",,"46,335","1,768","736,787","225,585","3,266,116 "
82,Libya,"150,341",,"2,487 ",,"137,073",,"10,781",,"21,669",358,"811,799","117,007","6,938,059 "
83,Venezuela,"150,306","1,161","1,483 ",+8,"140,239",+508,"8,584",162,"5,297",52,"3,044,649","107,289","28,377,965 "
84,Oman,"149,135",,"1,620 ",,"137,871",,"9,644",88,"28,686",312,"1,550,000","298,140","5,198,898 "
85,Myanmar,"142,212",,"3,204 ",,"131,754",,"7,254",,"2,601",59,"2,518,497","46,066","54,671,250 "
86,Bahrain,"135,326",816,498 ,+5,"127,806",+477,"7,022",59,"77,622",286,"3,398,760","1,949,502","1,743,399 "
87,Albania,"120,541",519,"2,133 ",+11,"84,625",+671,"33,783",46,"41,919",742,"524,910","182,543","2,875,537 "
88,Kenya,"120,163","1,274","1,994 ",+12,"89,508",+120,"28,661",123,"2,200",37,"1,409,720","25,812","54,614,223 "
89,North Macedonia,"118,736","1,299","3,448 ",+24,"100,250",+413,"15,038",124,"56,994","1,655","587,546","282,025","2,083,313 "
90,Algeria,"116,066",96,"3,055 ",+2,"80,566",+111,"32,445",17,"2,613",69,,,"44,415,666 "
91,S. Korea,"98,209",452,"1,693 ",+3,"89,949",+426,"6,567",102,"1,914",33,"7,308,950","142,472","51,300,888 "
92,Latvia,"97,149",625,"1,821 ",+10,"88,322",+588,"7,006",68,"51,920",973,"1,749,279","934,870","1,871,146 "
93,Estonia,"94,028","1,250",780 ,+11,"67,498","+2,459","25,750",69,"70,848",588,"1,078,585","812,692","1,327,176 "
94,Sri Lanka,"89,655",158,544 ,,"86,466",+239,"2,645",,"4,174",25,"2,274,509","105,901","21,477,673 "
95,Ghana,"89,276",268,716 ,+3,"85,222",+270,"3,338",55,"2,831",23,"964,174","30,575","31,534,802 "
96,Kyrgyzstan,"87,321",82,"1,488 ",+1,"84,130",+46,"1,703",16,"13,228",225,"809,167","122,582","6,601,005 "
97,Montenegro,"86,782",500,"1,194 ",+10,"77,327",+548,"8,261",69,"138,161","1,901","319,933","509,348","628,123 "
98,Norway,"86,362",820,648 ,,"70,224",,"15,490",43,"15,842",119,"4,269,215","783,111","5,451,611 "
99,Zambia,"86,273",214,"1,178 ",,"83,110",+396,"1,985",125,"4,601",63,"1,191,144","63,530","18,749,276 "
100,Uzbekistan,"81,221",126,622 ,,"79,708",+77,891,23,"2,402",18,"1,377,915","40,748","33,815,665 "
101,Uruguay,"79,923","1,522",776 ,+16,"66,668","+1,153","12,479",174,"22,951",223,"1,212,499","348,182","3,482,371 "
102,Finland,"71,123",856,805 ,,"46,000",,"24,318",55,"12,822",145,"3,759,983","677,853","5,546,903 "
103,Mozambique,"66,064",265,743 ,+3,"52,527",+136,"12,794",,"2,072",23,"464,194","14,562","31,876,769 "
104,Cuba,"65,962",813,392 ,+5,"62,062",+931,"3,508",68,"5,826",35,"2,769,474","244,618","11,321,646 "
105,El Salvador,"62,531",,"1,975 ",+4,"59,576",,980,41,"9,606",303,"807,015","123,972","6,509,680 "
106,Singapore,"60,184",17,30 ,,"60,022",+3,132,,"10,230",5,"8,055,714","1,369,250","5,883,305 "
107,Luxembourg,"59,210",255,715 ,+1,"55,147",,"3,348",19,"93,502","1,129","2,304,362","3,638,968","633,246 "
108,Afghanistan,"56,103",10,"2,463 ",+1,"49,681",,"3,959","1,098","1,418",62,"330,658","8,360","39,552,123 "
109,Namibia,"42,203",238,492 ,+6,"39,282",+61,"2,429",26,"16,398",191,"331,498","128,801","2,573,716 "
110,Cyprus,"41,882",407,242 ,+1,"2,057",,"39,583",46,"34,509",199,"2,830,146","2,331,916","1,213,657 "
111,Uganda,"40,651",,334 ,,"15,133",,"25,184",,869,7,"912,786","19,519","46,764,145 "
112,Cameroon,"40,622",,601 ,,"35,261",,"4,760",53,"1,504",22,"905,000","33,499","27,015,460 "
113,Ivory Coast,"39,913",479,217 ,+1,"36,279",+127,"3,417",,"1,487",8,"481,527","17,939","26,842,510 "
114,Senegal,"37,693",152,"1,007 ",+4,"34,238",+307,"2,448",32,"2,210",59,"423,203","24,811","17,057,271 "
115,Zimbabwe,"36,662",10,"1,510 ",,"34,257",+8,895,13,"2,441",101,"366,902","24,432","15,017,460 "
116,Botswana,"35,493",,458 ,,"31,128",,"3,907",1,"14,879",192,"889,158","372,742","2,385,449 "
117,Jamaica,"34,665",695,524 ,+5,"15,939",+129,"18,202",30,"11,670",176,"258,930","87,169","2,970,440 "
118,Malawi,"33,216",42,"1,093 ",+1,"28,108",+261,"4,015",37,"1,705",56,"212,470","10,906","19,481,084 "
119,Australia,"29,191",10,909 ,,"26,239",+3,"2,043",,"1,135",35,"15,150,493","589,250","25,711,496 "
120,Sudan,"29,135",,"1,959 ",,"23,583",,"3,593",,654,44,,,"44,577,400 "
121,Malta,"27,904",210,369 ,+5,"24,662",+230,"2,873",,"63,076",834,"779,986","1,763,130","442,387 "
122,Thailand,"27,713",119,90 ,,"26,512",+62,"1,111",1,396,1,"8,014,926","114,621","69,925,742 "
123,DRC,"27,468",112,726 ,,"24,892",+531,"1,850",,300,8,,,"91,491,080 "
124,Maldives,"22,373",81,65 ,,"19,897",+124,"2,411",179,"40,876",119,"603,871","1,103,295","547,334 "
125,Madagascar,"22,275",162,345 ,+5,"20,918",+67,"1,012",23,790,12,"129,761","4,602","28,196,717 "
126,Angola,"21,696",54,526 ,+2,"20,068",+3,"1,102",17,646,16,"409,175","12,181","33,590,562 "
127,Rwanda,"20,761",80,287 ,,"19,163",+20,"1,311",5,"1,575",22,"1,084,097","82,251","13,180,402 "
128,Mayotte,"19,006",,152 ,+1,"2,964",,"15,890",15,"68,491",548,"147,985","533,289","277,495 "
129,French Polynesia,"18,576",,141 ,,"4,842",,"13,593",3,"65,856",500,"26,355","93,434","282,072 "
130,Guinea,"18,562",,108 ,,"15,862",,"2,592",24,"1,387",8,"166,365","12,429","13,385,666 "
131,Gabon,"17,711",,106 ,,"15,495",,"2,110",31,"7,826",47,"598,479","264,453","2,263,081 "
132,Mauritania,"17,587",17,446 ,,"16,875",+12,266,14,"3,713",94,"192,025","40,542","4,736,453 "
133,Eswatini,"17,283",9,665 ,+1,"16,021",+40,597,36,"14,787",569,"156,966","134,301","1,168,760 "
134,Syria,"17,240",163,"1,153 ",+12,"11,503",+93,"4,584",,968,65,,,"17,802,874 "
135,French Guiana,"16,764",,87 ,,"9,995",,"6,682",6,"55,112",286,"153,467","504,525","304,181 "
136,Cabo Verde,"16,440",66,159 ,,"15,732",+33,549,23,"29,341",284,"125,300","223,627","560,308 "
137,Réunion,"14,631",,87 ,,"13,109",,"1,435",57,"16,259",97,"98,785","109,774","899,891 "
138,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,373",9,,,"9,690,068 "
139,Haiti,"12,714",,251 ,,"10,612",,"1,851",,"1,105",22,"54,379","4,728","11,501,920 "
140,Burkina Faso,"12,516",66,145 ,,"12,029",+31,342,,587,7,,,"21,310,100 "
141,Belize,"12,400",,316 ,,"12,026",,58,,"30,786",785,"93,103","231,154","402,775 "
142,Andorra,"11,481",50,113 ,,"10,952",+27,416,12,"148,422","1,461","193,595","2,502,715","77,354 "
143,Hong Kong,"11,372",8,203 ,,"10,863",+26,306,10,"1,508",27,"9,296,529","1,232,871","7,540,551 "
144,Guadeloupe,"10,976",,165 ,,"2,242",,"8,569",8,"27,428",412,"145,313","363,125","400,173 "
145,Lesotho,"10,535",,309 ,,"3,922",,"6,304",,"4,890",143,"63,951","29,684","2,154,415 "
146,Somalia,"9,968",43,419 ,+5,"4,424",+4,"5,125",,615,26,,,"16,207,862 "
147,South Sudan,"9,849",40,106 ,,"8,215",,"1,528",2,873,9,"124,817","11,058","11,287,583 "
148,Guyana,"9,585",99,214 ,+2,"8,489",+36,882,10,"12,144",271,"81,110","102,765","789,275 "
149,Congo,"9,564",,134 ,,"7,514",,"1,916",,"1,703",24,"92,500","16,475","5,614,624 "
150,Mali,"9,270",79,367 ,,"6,610",+7,"2,293",,449,18,"159,785","7,732","20,664,540 "
151,Suriname,"9,061",6,176 ,,"8,548",+11,337,3,"15,347",298,"43,640","73,916","590,396 "
152,Togo,"8,839",144,102 ,,"7,193",+62,"1,544",,"1,050",12,"260,435","30,943","8,416,713 "
153,Bahamas,"8,800",,186 ,,"7,676",,938,3,"22,226",470,"72,346","182,722","395,934 "
154,Aruba,"8,731",67,82 ,,"8,222",+34,427,8,"81,529",766,"117,789","1,099,896","107,091 "
155,Trinidad and Tobago,"7,839",18,140 ,,"7,553",+1,146,2,"5,588",100,"108,872","77,614","1,402,741 "
156,Martinique,"7,309",,47 ,,98,,"7,164",5,"19,488",125,"113,150","301,688","375,056 "
157,Benin,"6,818",,90 ,,"5,552",,"1,176",35,552,7,"521,218","42,208","12,348,717 "
158,Equatorial Guinea,"6,736",70,100 ,,"6,208",+87,428,10,"4,692",70,"106,588","74,246","1,435,611 "
159,Nicaragua,"6,582",,176 ,,"4,225",,"2,181",,985,26,,,"6,680,917 "
160,Djibouti,"6,518",17,63  ,,"6,055",+15,400,,"6,529",63,"122,605","122,818","998,262 "
161,Iceland,"6,097",,29 ,,"6,033",,35,1,"17,784",85,"520,502","1,518,247","342,831 "
162,Curaçao,"5,839",163,23 ,,"4,816",+42,"1,000",9,"35,479",140,"60,650","368,525","164,575 "
163,Gambia,"5,153",,160 ,,"4,760",,233,3,"2,091",65,"52,941","21,478","2,464,840 "
164,CAR,"5,075",,64 ,,"4,938",,73,2,"1,038",13,"37,104","7,588","4,889,664 "
165,Niger,"4,918",7,185 ,,"4,538",+1,195,1,198,7,"86,046","3,466","24,825,806 "
166,Mongolia,"4,806",148,5 ,,"3,351",+65,"1,450",11,"1,449",2,"2,118,488","638,874","3,315,969 "
167,Chad,"4,410",15,157 ,,"3,945",+57,308,,263,9,,,"16,760,189 "
168,San Marino,"4,356",25,79 ,,"3,805",+19,472,8,"128,186","2,325","49,702","1,462,598","33,982 "
169,Gibraltar,"4,270",,94 ,,"4,148",,28,1,"126,766","2,791","205,085","6,088,499","33,684 "
170,Saint Lucia,"4,113",,55 ,,"3,887",,171,2,"22,325",299,"34,453","187,012","184,229 "
171,Channel Islands,"4,045",,86 ,,"3,965",,-6,1,"23,113",491,"399,901","2,285,018","175,010 "
172,Sierra Leone,"3,948",1,79 ,,"2,790",+1,"1,079",,488,10,"116,448","14,390","8,092,525 "
173,Seychelles,"3,770",154,16 ,,"3,122",+67,632,,"38,164",162,"5,200","52,640","98,784 "
174,Comoros,"3,666",1,146 ,,"3,473",+2,47,,"4,153",165,,,"882,789 "
175,Guinea-Bissau,"3,558",22,55 ,,"2,837",+13,666,14,"1,778",27,"56,719","28,344","2,001,077 "
176,Barbados,"3,533",21,39 ,,"3,302",+17,192,,"12,283",136,"136,041","472,976","287,628 "
177,Yemen,"3,278",61,737 ,+4,"1,530",+1,"1,011",23,108,24,"17,404",575,"30,293,458 "
178,Eritrea,"3,118",,7 ,,"2,865",,246,,871,2,"23,693","6,615","3,581,490 "
179,Papua New Guinea,"3,085",295,36 ,,846,,"2,203",,340,4,"55,411","6,111","9,067,821 "
180,Liechtenstein,"2,627",5,56 ,,"2,526",,45,,"68,757","1,466","29,848","781,218","38,207 "
181,Vietnam,"2,572",1,35 ,,"2,198",,339,,26,0.4,"2,598,753","26,527","97,965,719 "
182,Burundi,"2,563",,3 ,,773,,"1,787",,211,0.2,"90,019","7,414","12,141,843 "
183,New Zealand,"2,444",,26 ,,"2,363",,55,,489,5,"1,840,473","367,940","5,002,100 "
184,Turks and Caicos,"2,290",16,15 ,,"2,124",+6,151,2,"58,581",384,"19,773","505,820","39,091 "
185,Monaco,"2,173",9,27 ,,"1,990",+20,156,4,"55,095",685,"51,953","1,317,233","39,441 "
186,Sao Tome and Principe,"2,142",19,34 ,,"1,969",+34,139,,"9,646",153,"11,592","52,202","222,060 "
187,Sint Maarten,"2,101",2,27 ,,"2,055",+1,19,1,"48,607",625,"22,989","531,857","43,224 "
188,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,496","5,142,219 "
189,St. Vincent Grenadines,"1,694",2,9 ,,"1,512",,173,2,"15,235",81,"39,546","355,652","111,193 "
190,Cambodia,"1,632",54,3 ,+1,935,+18,694,,97,0.2,"626,600","37,111","16,884,284 "
191,Saint Martin,"1,619",,12 ,,"1,399",,208,7,"41,369",307,"23,812","608,442","39,136 "
192,Isle of Man,"1,462",30,26 ,,551,+29,885,12,"17,128",305,"42,077","492,959","85,356 "
193,Caribbean Netherlands,"1,044",57,7 ,,603,+7,434,,"39,548",265,"8,514","322,524","26,398 "
194,Antigua and Barbuda,"1,033",22,28 ,+1,685,+87,320,45,"10,486",284,"16,075","163,181","98,510 "
195,Taiwan,"1,005",1,10 ,,961,+2,34,,42,0.4,"459,223","19,256","23,847,737 "
196,Bhutan,869,1,1 ,,867,,1,,"1,117",1,"575,740","740,325","777,686 "
197,Mauritius,796,3,10 ,,592,,194,,625,8,"289,552","227,406","1,273,284 "
198,St. Barth,775,,1 ,,462,,312,,"78,291",101,"21,651","2,187,191","9,899 "
199,Bermuda,773,6,12 ,,709,+2,52,,"12,445",193,"185,071","2,979,634","62,112 "
200,Diamond Princess,712,,13 ,,699,,0,,,,,, 
201,Faeroe Islands,661,,1 ,,659,,1,,"13,491",20,"237,091","4,838,987","48,996 "
202,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"60,941,192 "
203,Cayman Islands,475,,2 ,,442,,31,,"7,167",30,"78,611","1,186,151","66,274 "
204,Wallis and Futuna,302,11,1 ,+1,11,+4,290,2,"27,215",90,"1,331","119,942","11,097 "
205,Timor-Leste,271,19, ,,117,+3,154,,203,,"34,975","26,172","1,336,342 "
206,Brunei ,205,2,3 ,,188,+2,14,,465,7,"111,740","253,679","440,478 "
207,Dominica,156,, ,,141,,15,,"2,163",,"12,325","170,910","72,114 "
208,Grenada,154,,1 ,,151,,2,,"1,364",9,"23,330","206,649","112,897 "
209,British Virgin Islands,153,,1 ,,131,,21,,"5,037",33,"13,223","435,325","30,375 "
210,New Caledonia,116,1, ,,58,,58,2,404,,"26,871","93,476","287,463 "
211,Fiji,67,,2 ,,64,,1,,74,2,"34,782","38,599","901,100 "
212,Falkland Islands,54,, ,,54,,0,,"15,203",,"7,112","2,002,252","3,552 "
213,Laos,49,, ,,45,,4,,7,,"123,533","16,805","7,350,968 "
214,Macao,48,, ,,47,,1,,73,,"4,369","6,664","655,660 "
215,Saint Kitts and Nevis,44,, ,,42,,2,,823,,"10,591","198,077","53,469 "
216,Greenland,31,, ,,31,,0,,545,,"19,792","348,199","56,841 "
217,Vatican City,27,, ,,15,,12,,"33,666",,,,802 
218,Saint Pierre Miquelon,24,, ,,24,,0,,"4,157",,"3,729","645,826","5,774 "
219,Anguilla,22,, ,,20,,2,,"1,457",,"11,052","731,969","15,099 "
220,Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,093","218,863","4,994 "
221,Solomon Islands,18,, ,,16,,2,,26,,"4,500","6,439","698,857 "
222,Western Sahara,10,,1 ,,8,,1,,16,2,,,"607,778 "
223,MS Zaandam,9,,2 ,,7,,0,,,,,, 
224,Marshall Islands,4,, ,,4,,0,,67,,,,"59,476 "
225,Samoa,3,, ,,2,,1,,15,,,,"199,359 "
226,Vanuatu,3,, ,,1,,2,,10,,470,"1,505","312,249 "
227,Micronesia,1,, ,,1,,0,,9,,,,"115,886 "
228,China,"90,087",4,"4,636 ",,"85,289",+6,162,,63,3,"160,000,000","111,163","1,439,323,776 "
