,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,CriticalCases,Totcase1M,Totdeath1M,TotalTests,Tottest1M,Population
24,South Africa,"1,530,033",613,"51,421 ",+95,"1,455,325","+1,035","23,287",546,"25,571",859,"9,465,515","158,193","59,835,094 "
25,Ukraine,"1,467,548","6,792","28,433 ",+130,"1,226,007","+3,491","213,108",177,"33,700",653,"7,328,468","168,287","43,547,329 "
26,Indonesia,"1,425,044","5,589","38,573 ",+147,"1,249,947","+6,830","136,524",,"5,171",140,"11,664,857","42,331","275,561,667 "
27,Peru,"1,418,974","6,568","49,177 ",+174,"1,329,788","+7,103","40,009","2,245","42,618","1,477","8,329,451","250,171","33,294,984 "
28,Czechia,"1,402,456","3,322","23,583 ",+209,"1,214,204",+116,"164,669","1,935","130,789","2,199","9,665,502","901,378","10,723,034 "
29,Netherlands,"1,162,661","5,469","16,087 ",+18,N/A,N/A,N/A,564,"67,747",937,"6,970,400","406,161","17,161,686 "
30,Canada,"913,047","3,890","22,495 ",+32,"858,922","+3,902","31,630",553,"24,043",592,"25,996,052","684,548","37,975,524 "
31,Chile,"896,231","5,121","21,772 ",+98,"840,668","+4,999","33,791","2,053","46,601","1,132","10,189,233","529,808","19,231,932 "
32,Romania,"862,681","2,972","21,565 ",+82,"787,392","+3,750","53,724","1,225","45,057","1,126","6,774,562","353,826","19,146,608 "
33,Israel,"820,913","2,365","6,030 ",+22,"788,112","+3,546","26,771",602,"89,253",656,"12,884,409","1,400,846","9,197,590 "
34,Portugal,"814,513",256,"16,694 ",+10,"761,788","+2,371","36,031",231,"80,045","1,641","8,505,802","835,899","10,175,638 "
35,Belgium,"808,283","2,962","22,441 ",+20,"54,577",+195,"731,265",474,"69,528","1,930","10,110,146","869,670","11,625,263 "
36,Iraq,"763,085","4,901","13,788 ",+37,"690,620","+4,850","58,677",458,"18,678",337,"7,419,942","181,617","40,854,824 "
37,Sweden,"725,316","2,729","13,193 ",+3,N/A,N/A,N/A,250,"71,504","1,301","6,627,544","653,364","10,143,725 "
38,Philippines,"626,883","5,394","12,837 ",+8,"560,570",+64,"53,476",785,"5,668",116,"9,360,101","84,624","110,607,472 "
39,Pakistan,"607,453","2,253","13,537 ",+29,"571,878","+1,307","22,038","1,823","2,713",60,"9,529,763","42,562","223,901,753 "
40,Switzerland,"573,815","3,170","10,118 ",+6,"531,511",+825,"32,186",164,"65,961","1,163","5,458,758","627,495","8,699,286 "
41,Bangladesh,"559,168","1,773","8,571 ",+26,"513,127","+1,432","37,470",,"3,372",52,"4,283,246","25,827","165,845,852 "
42,Hungary,"524,196","7,706","17,083 ",+131,"354,817","+2,926","152,296","1,008","54,360","1,772","4,104,415","425,638","9,642,969 "
43,Serbia,"520,911","4,634","4,747 ",+28,"445,182",,"70,982",219,"59,789",545,"3,164,313","363,196","8,712,418 "
44,Austria,"495,464","1,896","8,892 ",+19,"459,288","+2,022","27,284",364,"54,792",983,"6,033,827","667,260","9,042,688 "
45,Morocco,"489,096",159,"8,733 ",+10,"476,126",+277,"4,237",262,"13,141",235,"5,805,216","155,976","37,218,652 "
46,Jordan,"486,470","9,417","5,428  ",+82,"401,319","+5,124","79,723",638,"47,347",528,"5,223,283","508,372","10,274,529 "
47,Japan,"447,906","1,033","8,590 ",+30,"426,686","+1,023","12,630",327,"3,549",68,"8,946,247","70,888","126,202,047 "
48,UAE,"428,295","1,898","1,402 ",+7,"408,085","+2,438","18,808",,"42,939",141,"34,030,998","3,411,784","9,974,545 "
49,Lebanon,"419,953","1,505","5,422 ",+42,"331,506","+2,800","83,025",958,"61,724",797,"3,286,266","483,007","6,803,770 "
50,Saudi Arabia,"382,752",345,"6,573 ",+6,"372,926",+223,"3,253",567,"10,875",187,"14,352,790","407,808","35,195,002 "
51,Panama,"348,155",236,"6,005 ",+11,"336,277",+427,"5,873",111,"79,806","1,377","2,020,905","463,244","4,362,510 "
52,Slovakia,"337,960",457,"8,605 ",+77,"255,300",,"74,055",668,"61,880","1,576","2,200,380","402,888","5,461,514 "
53,Malaysia,"324,971","1,208","1,213 ",+3,"308,247","+1,973","15,511",155,"9,951",37,"6,870,587","210,381","32,657,896 "
54,Belarus,"303,270",947,"2,103 ",+8,"294,143",+658,"7,024",,"32,102",223,"5,113,709","541,298","9,447,122 "
55,Ecuador,"302,498",277,"16,240 ",+4,"263,164",,"23,094",513,"16,964",911,"1,069,693","59,989","17,831,420 "
56,Bulgaria,"283,194","4,637","11,472 ",+187,"227,059","+1,877","44,663",577,"40,975","1,660","1,860,746","269,232","6,911,309 "
57,Nepal,"275,310",79,"3,014 ",,"271,401",+75,895,,"9,331",102,"2,218,722","75,199","29,504,765 "
58,Georgia,"275,148",159,"3,650 ",+2,"268,565",+328,"2,933",,"69,068",916,"3,006,463","754,683","3,983,742 "
59,Bolivia,"259,389",385,"11,958 ",+14,"204,813",+602,"42,618",71,"22,010","1,015","802,284","68,076","11,785,058 "
60,Croatia,"251,174",129,"5,685 ",+8,"241,147",+583,"4,342",72,"61,452","1,391","1,431,342","350,192","4,087,302 "
61,Dominican Republic,"246,299",254,"3,226 ",+4,"202,547",+485,"40,526",166,"22,545",295,"1,254,317","114,816","10,924,582 "
62,Tunisia,"242,124",290,"8,404 ",+15,"209,166","+1,480","24,554",270,"20,337",706,"1,037,974","87,182","11,905,764 "
63,Azerbaijan,"240,671",376,"3,286 ",+4,"231,061",+101,"6,324",,"23,587",322,"2,716,017","266,182","10,203,619 "
64,Ireland,"227,316",575,"4,534 ",,"23,364",,"199,418",85,"45,677",911,"3,746,076","752,732","4,976,641 "
65,Kazakhstan,"224,731","1,011","2,856 ",+5,"206,832",+683,"15,043",221,"11,869",151,"8,059,566","425,647","18,934,863 "
66,Greece,"222,281","1,134","7,137 ",+46,"190,188","+2,644","24,956",564,"21,400",687,"5,868,332","564,972","10,386,944 "
67,Denmark,"221,071",612,"2,393 ",+2,"210,114",+512,"8,564",40,"38,072",412,"20,628,721","3,552,621","5,806,620 "
68,Palestine,"211,602","2,298","2,293 ",+25,"187,634","+1,356","21,675",181,"40,815",442,"1,295,750","249,930","5,184,460 "
69,Kuwait,"210,855","1,332","1,179 ",+7,"195,507","+1,335","14,169",219,"48,866",273,"1,914,579","443,705","4,314,985 "
70,Costa Rica,"210,016",176,"2,881 ",+6,"189,480",+110,"17,655",140,"40,963",562,"740,727","144,478","5,126,917 "
71,Lithuania,"205,662",267,"3,411 ",+13,"191,324",+47,"10,927",124,"76,305","1,266","2,218,746","823,204","2,695,257 "
72,Moldova,"205,324",861,"4,369 ",+39,"179,474","+1,152","21,481",330,"50,983","1,085","774,027","192,194","4,027,320 "
73,Slovenia,"200,579",205,"3,938 ",+4,"186,386",+239,"10,255",87,"96,472","1,894","976,907","469,861","2,079,140 "
74,Egypt,"191,555",631,"11,340 ",+40,"147,767",+533,"32,448",90,"1,847",109,"1,000,000","9,644","103,689,022 "
75,Guatemala,"183,014",133,"6,578 ",+10,"168,627",+289,"7,809",5,"10,084",362,"977,936","53,886","18,148,201 "
76,Paraguay,"181,414","1,400","3,517 ",+41,"150,870","+1,441","27,027",353,"25,217",489,"816,274","113,462","7,194,224 "
77,Armenia,"178,702",317,"3,265 ",+10,"166,410",+230,"9,027",,"60,227","1,100","776,843","261,814","2,967,161 "
78,Honduras,"178,277",445,"4,334  ",+3,"68,678",+26,"105,265",451,"17,800",433,"476,615","47,589","10,015,327 "
79,Ethiopia,"176,618","1,151","2,555 ",+5,"143,828",+118,"30,235",531,"1,510",22,"2,233,489","19,097","116,956,221 "
80,Qatar,"170,733",481,267 ,+1,"158,508",+311,"11,958",118,"60,807",95,"1,629,260","580,261","2,807,805 "
81,Nigeria,"160,895",238,"2,016 ",+3,"145,752",+353,"13,127",10,767,10,"1,684,305","8,031","209,714,686 "
82,Oman,"147,423",556,"1,609 ",+1,"136,770",+341,"9,044",86,"28,364",310,"1,550,000","298,222","5,197,474 "
83,Venezuela,"146,488",535,"1,444 ",+7,"137,948",+383,"7,096",139,"5,162",51,"3,006,349","105,936","28,378,841 "
84,Libya,"146,080","1,087","2,402 ",+16,"132,697",+919,"10,981",,"21,058",346,"789,394","113,794","6,937,038 "
85,Bosnia and Herzegovina,"144,831",582,"5,584 ",+63,"121,441","+1,283","17,806",,"44,340","1,710","717,043","219,525","3,266,338 "
86,Myanmar,"142,147",,"3,202 ",,"131,739",,"7,206",,"2,600",59,"2,513,472","45,978","54,667,270 "
87,Bahrain,"131,683",682,485 ,+1,"124,823",+456,"6,375",61,"75,561",278,"3,321,242","1,905,749","1,742,749 "
88,Albania,"118,017",543,"2,060 ",+15,"81,061",+578,"34,896",46,"41,041",716,"509,677","177,244","2,875,572 "
89,Algeria,"115,410",145,"3,040 ",+4,"79,994",+107,"32,376",14,"2,599",68,,,"44,407,000 "
90,Kenya,"113,967",731,"1,918 ",+5,"88,596",+191,"23,453",109,"2,087",35,"1,373,839","25,161","54,601,249 "
91,North Macedonia,"112,930",284,"3,340 ",+21,"98,133",+446,"11,457",124,"54,207","1,603","567,441","272,374","2,083,313 "
92,S. Korea,"96,017",382,"1,675 ",+6,"87,754",+346,"6,588",99,"1,872",33,"7,084,940","138,107","51,300,408 "
93,Latvia,"93,959",178,"1,769 ",+2,"84,837",+269,"7,353",77,"50,209",945,"1,670,193","892,496","1,871,373 "
94,Sri Lanka,"88,238",331,532 ,+5,"84,969",+321,"2,737",,"4,109",25,"2,236,856","104,153","21,476,694 "
95,Ghana,"87,985",223,691 ,+6,"83,621",+452,"3,673",67,"2,791",22,"945,743","29,997","31,527,699 "
96,Kyrgyzstan,"86,917",67,"1,483 ",+2,"83,875",+39,"1,559",16,"13,170",225,"790,645","119,798","6,599,827 "
97,Estonia,"86,085","1,280",728 ,+9,"60,007",+263,"25,350",69,"64,864",549,"1,038,888","782,787","1,327,166 "
98,Zambia,"84,950",153,"1,164 ",+6,"82,375",+619,"1,411",149,"4,532",62,"1,165,041","62,157","18,743,627 "
99,Montenegro,"84,163",470,"1,136 ",+7,"74,290",+679,"8,737",69,"133,991","1,809","309,613","492,919","628,122 "
100,Norway,"81,305",865,640 ,+1,"70,224",,"10,441",27,"14,915",117,"4,210,260","772,362","5,451,149 "
101,Uzbekistan,"80,678",111,622 ,,"79,331",+89,725,23,"2,386",18,"1,377,915","40,754","33,810,362 "
102,Uruguay,"72,862","1,171",717 ,+5,"61,609","+1,092","10,536",131,"20,924",206,"1,151,115","330,567","3,482,240 "
103,Finland,"67,334",465,800 ,+14,"46,000",,"20,534",50,"12,139",144,"3,596,402","648,373","5,546,809 "
104,Mozambique,"64,516",,725 ,,"50,380",,"13,411",,"2,025",23,"450,293","14,130","31,867,162 "
105,El Salvador,"62,377",148,"1,954 ",+4,"59,339",+214,"1,084",42,"9,583",300,"804,558","123,601","6,509,323 "
106,Cuba,"62,206",734,373 ,+3,"57,550",+795,"4,283",87,"5,494",33,"2,670,824","235,903","11,321,721 "
107,Singapore,"60,117",12,30 ,,"59,974",+6,113,,"10,219",5,"7,805,264","1,326,793","5,882,803 "
108,Luxembourg,"57,926",49,693 ,+4,"54,481",+540,"2,752",25,"91,491","1,095","2,249,262","3,552,579","633,135 "
109,Afghanistan,"55,995",23,"2,460 ",+1,"49,481",+4,"4,054","1,095","1,416",62,"322,332","8,152","39,542,518 "
110,Namibia,"41,424",224,465 ,+7,"38,514",+44,"2,445",25,"16,098",181,"324,162","125,976","2,573,212 "
111,Cameroon,"40,622",,601 ,,"35,261",,"4,760",53,"1,504",22,"905,000","33,508","27,008,216 "
112,Uganda,"40,591",10,334 ,,"15,099",+4,"25,158",,868,7,"903,648","19,330","46,748,281 "
113,Cyprus,"39,869",218,240 ,,"2,057",,"37,572",40,"32,853",198,"2,586,414","2,131,260","1,213,561 "
114,Ivory Coast,"37,908",255,213 ,+2,"34,616",+528,"3,079",,"1,413",8,"464,302","17,302","26,835,349 "
115,Senegal,"36,996",104,978 ,+15,"32,769",+247,"3,249",44,"2,170",57,"414,437","24,304","17,052,432 "
116,Zimbabwe,"36,504",20,"1,504 ",+1,"34,051",+8,949,22,"2,431",100,"358,609","23,883","15,015,094 "
117,Botswana,"34,999",901,447 ,+23,"29,916","+1,034","4,636",1,"14,675",187,"880,029","368,996","2,384,929 "
118,Malawi,"32,864",33,"1,084 ",+1,"26,607",+348,"5,173",60,"1,687",56,"208,678","10,715","19,475,663 "
119,Jamaica,"31,305",806,492 ,+7,"15,253",+114,"15,560",35,"10,539",166,"246,281","82,915","2,970,300 "
120,Sudan,"29,135",151,"1,959 ",+19,"23,583",+186,"3,593",,654,44,,,"44,566,181 "
121,Australia,"29,130",13,909 ,,"26,230",,"1,991",,"1,133",35,"14,923,563","580,497","25,708,263 "
122,DRC,"27,077",63,717 ,,"23,002",,"3,358",,296,8,,,"91,461,188 "
123,Thailand,"27,005",78,87 ,+1,"26,234",+80,684,1,386,1,"1,600,951","22,896","69,923,833 "
124,Malta,"26,748",213,354 ,+3,"23,376",+316,"3,018",,"60,465",800,"758,930","1,715,585","442,374 "
125,Maldives,"21,666",94,64 ,,"19,245",+150,"2,357",179,"39,592",117,"581,192","1,062,062","547,230 "
126,Madagascar,"21,587",105,334 ,+5,"20,494",+14,759,23,766,12,"128,306","4,552","28,188,911 "
127,Angola,"21,407",27,521 ,,"19,948",+98,938,14,638,16,"406,827","12,115","33,579,336 "
128,Rwanda,"20,302",116,282 ,+2,"18,635",+69,"1,385",13,"1,541",21,"1,065,729","80,879","13,176,882 "
129,Mayotte,"18,845",203,137 ,+6,"2,964",,"15,744",23,"67,929",494,"143,569","517,511","277,422 "
130,French Polynesia,"18,546",19,141 ,,"4,842",,"13,563",3,"65,753",500,"26,355","93,439","282,055 "
131,Guinea,"17,972",131,104 ,+1,"15,719",+73,"2,149",24,"1,343",8,"159,639","11,930","13,381,759 "
132,Mauritania,"17,457",19,444 ,,"16,789",+17,224,14,"3,687",94,"186,789","39,448","4,735,112 "
133,Eswatini,"17,239",2,663 ,+2,"15,791",+43,785,36,"14,751",567,"154,809","132,471","1,168,629 "
134,Gabon,"16,945",285,101 ,+5,"14,780",+197,"2,064",27,"7,489",45,"581,364","256,956","2,262,505 "
135,French Guiana,"16,764",,87 ,,"9,995",,"6,682",6,"55,127",286,"153,467","504,666","304,096 "
136,Syria,"16,556",78,"1,104 ",+5,"11,058",+88,"4,394",,930,62,,,"17,798,214 "
137,Cabo Verde,"16,120",19,156 ,,"15,511",+59,453,23,"28,773",278,"125,300","223,653","560,242 "
138,Réunion,"13,801",,71 ,,"12,389",,"1,341",58,"15,337",79,"98,785","109,783","899,821 "
139,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,374",9,,,"9,687,721 "
140,Haiti,"12,664",,250 ,,"10,177",,"2,237",,"1,101",22,"54,379","4,728","11,500,401 "
141,Belize,"12,383",13,316 ,,"12,004",+17,63,,"30,750",785,"91,331","226,799","402,696 "
142,Burkina Faso,"12,378",6,144 ,,"11,974",+9,260,,581,7,,,"21,303,812 "
143,Hong Kong,"11,312",30,203 ,,"10,769",+14,340,13,"1,500",27,"9,296,529","1,232,980","7,539,887 "
144,Andorra,"11,289",23,113 ,,"10,795",,381,12,"145,943","1,461","193,595","2,502,780","77,352 "
145,Guadeloupe,"10,614",,162 ,,"2,242",,"8,210",8,"26,524",405,"141,058","352,493","400,172 "
146,Lesotho,"10,530",,309 ,,"3,922",,"6,299",,"4,888",143,"63,155","29,317","2,154,230 "
147,South Sudan,"9,554",64,106 ,+2,"7,906",,"1,542",3,847,9,"121,504","10,766","11,286,150 "
148,Congo,"9,329",,131 ,,"7,514",,"1,684",,"1,662",23,"92,500","16,479","5,613,135 "
149,Somalia,"9,328",138,379 ,+12,"4,259",+29,"4,690",,576,23,,,"16,202,997 "
150,Guyana,"9,187",27,207 ,,"8,311",+23,669,8,"11,640",262,"76,415","96,822","789,233 "
151,Suriname,"9,028",4,176 ,,"8,519",+5,333,4,"15,293",298,"42,770","72,450","590,338 "
152,Mali,"8,933",20,363 ,+3,"6,511",+8,"2,059",,432,18,"159,785","7,735","20,658,139 "
153,Bahamas,"8,765",107,186 ,+1,"7,645",+132,934,2,"22,140",470,"71,942","181,721","395,893 "
154,Aruba,"8,421",26,79 ,,"8,074",+29,268,8,"78,638",738,"114,033","1,064,873","107,086 "
155,Togo,"8,222",152,96 ,+1,"6,813",+119,"1,313",,977,11,"253,638","30,143","8,414,587 "
156,Trinidad and Tobago,"7,788",5,140 ,,"7,542",+11,106,2,"5,552",100,"103,342","73,674","1,402,692 "
157,Martinique,"6,928",,47 ,,98,,"6,783",3,"18,472",125,"108,633","289,642","375,059 "
158,Equatorial Guinea,"6,562",,98 ,,"5,938",,526,24,"4,572",68,"104,454","72,785","1,435,104 "
159,Nicaragua,"6,537",,175 ,,"4,225",,"2,137",,979,26,,,"6,680,056 "
160,Benin,"6,501",,81 ,,"5,552",,868,35,527,7,"520,466","42,159","12,345,235 "
161,Djibouti,"6,294",26,63 ,,"5,987",+9,244,,"6,306",63,"120,552","120,781","998,105 "
162,Iceland,"6,083",11,29 ,,"6,027",+4,27,1,"17,745",85,"516,342","1,506,222","342,806 "
163,Curaçao,"5,138",28,22 ,,"4,719",+4,397,8,"31,221",134,"55,793","339,029","164,567 "
164,CAR,"5,023",,63 ,,"4,920",,40,2,"1,027",13,"37,104","7,590","4,888,745 "
165,Gambia,"5,019",34,153 ,,"4,525",+88,341,3,"2,037",62,"51,683","20,974","2,464,095 "
166,Niger,"4,865",5,182 ,,"4,507",+3,176,1,196,7,"84,573","3,408","24,816,171 "
167,Chad,"4,328",19,155 ,+1,"3,803",+16,370,,258,9,,,"16,755,017 "
168,Gibraltar,"4,263",,94 ,,"4,143",,26,,"126,559","2,791","199,224","5,914,499","33,684 "
169,San Marino,"4,154",4,77 ,,"3,627",+4,450,9,"122,245","2,266","47,669","1,402,813","33,981 "
170,Mongolia,"4,083",122,4 ,,"3,031",+30,"1,048",7,"1,232",1,"1,987,062","599,345","3,315,392 "
171,Saint Lucia,"4,053",22,55 ,+4,"3,790",+19,208,3,"22,001",299,"33,885","183,938","184,220 "
172,Channel Islands,"4,044",1,86 ,,"3,965",+10,-7,1,"23,109",491,"398,127","2,275,102","174,993 "
173,Sierra Leone,"3,938",1,79 ,,"2,780",+1,"1,079",,487,10,"116,448","14,393","8,090,749 "
174,Comoros,"3,646",11,146 ,,"3,448",+4,52,,"4,131",165,,,"882,586 "
175,Guinea-Bissau,"3,447",,52 ,,"2,755",,640,14,"1,723",26,"55,249","27,617","2,000,567 "
176,Barbados,"3,442",21,38 ,+1,"3,215",+41,189,,"11,967",132,"133,672","464,746","287,624 "
177,Seychelles,"3,342",27,16 ,,"2,903",+35,423,,"33,834",162,"5,200","52,644","98,777 "
178,Eritrea,"3,055",17,7 ,,"2,701",+70,347,,853,2,"23,693","6,616","3,580,954 "
179,Yemen,"2,908",72,698 ,+9,"1,500",+9,710,23,96,23,"17,404",575,"30,286,262 "
180,Liechtenstein,"2,612",,55 ,,"2,521",+2,36,2,"68,368","1,440","29,848","781,259","38,205 "
181,Vietnam,"2,557",3,35 ,,"2,115",+29,407,,26,0.4,"2,598,753","26,530","97,956,157 "
182,Burundi,"2,461",,3 ,,773,,"1,685",,203,0.2,"90,019","7,416","12,137,955 "
183,New Zealand,"2,430",7,26 ,,"2,311",+1,93,,486,5,"1,821,426","364,132","5,002,100 "
184,Papua New Guinea,"2,269",187,26 ,+5,846,,"1,397",,250,3,"54,410","6,002","9,065,966 "
185,Turks and Caicos,"2,233",,15 ,,"2,098",+1,120,7,"57,130",384,"17,910","458,220","39,086 "
186,Monaco,"2,120",13,27 ,,"1,922",+10,171,6,"53,755",685,"51,953","1,317,334","39,438 "
187,Sint Maarten,"2,085",3,27 ,,"2,048",+7,10,1,"48,243",625,"22,027","509,660","43,219 "
188,Sao Tome and Principe,"2,084",6,32 ,,"1,854",+37,198,,"9,387",144,"11,592","52,212","222,016 "
189,Liberia,"2,030",,85 ,,"1,899",,46,2,395,17,"76,815","14,942","5,140,916 "
190,St. Vincent Grenadines,"1,680",,9 ,,"1,129",,542,2,"15,109",81,"38,248","343,991","111,189 "
191,Saint Martin,"1,602",,12 ,,"1,399",,191,7,"40,942",307,"22,204","567,456","39,129 "
192,Cambodia,"1,325",20,1 ,,730,+83,594,,78,0.06,"555,192","32,887","16,881,755 "
193,Isle of Man,"1,307",29,26 ,,430,,851,12,"15,313",305,"38,147","446,943","85,351 "
194,Taiwan,990,5,10 ,,951,+1,29,,42,0.4,"444,634","18,645","23,847,267 "
195,Antigua and Barbuda,963,,27 ,,598,,338,45,"9,777",274,"16,075","163,196","98,501 "
196,Bhutan,868,,1 ,,866,,1,,"1,116",1,"563,755","724,999","777,594 "
197,Caribbean Netherlands,804,41,6 ,,545,+20,253,,"30,460",227,"7,893","299,034","26,395 "
198,Mauritius,747,5,10 ,,592,,145,,587,8,"289,552","227,410","1,273,261 "
199,Bermuda,740,5,12 ,,699,+7,29,,"11,913",193,"182,725","2,941,721","62,115 "
200,Diamond Princess,712,,13 ,,699,,0,,,,,, 
201,St. Barth,712,,1 ,,462,,249,,"71,934",101,"19,114","1,931,097","9,898 "
202,Faeroe Islands,661,,1 ,,657,,3,,"13,491",20,"235,827","4,813,385","48,994 "
203,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"60,922,523 "
204,Cayman Islands,474,6,2 ,,437,+7,35,,"7,153",30,"77,607","1,171,144","66,266 "
205,Timor-Leste,203,7, ,,104,+5,99,,152,,"24,853","18,602","1,336,067 "
206,Brunei ,199,,3 ,,185,,11,,452,7,"110,176","250,154","440,432 "
207,Wallis and Futuna,186,8, ,,7,,179,1,"16,758",,"1,331","119,921","11,099 "
208,Dominica,156,, ,,141,,15,,"2,163",,"12,325","170,915","72,112 "
209,Grenada,154,6,1 ,,151,+4,2,,"1,364",9,"23,330","206,660","112,891 "
210,British Virgin Islands,153,,1 ,,131,,21,,"5,037",33,"13,223","435,354","30,373 "
211,New Caledonia,93,, ,,58,,35,,324,,"25,517","88,775","287,433 "
212,Fiji,66,,2 ,,60,,4,,73,2,"33,309","36,968","901,029 "
213,Falkland Islands,54,, ,,54,,0,,"15,207",,"7,077","1,992,960","3,551 "
214,Macao,48,, ,,47,,1,,73,,"4,369","6,665","655,563 "
215,Laos,48,, ,,42,,6,,7,,"121,017","16,465","7,349,814 "
216,Saint Kitts and Nevis,43,, ,,41,,2,,804,,"10,465","195,736","53,465 "
217,Greenland,31,, ,,31,,0,,545,,"19,792","348,205","56,840 "
218,Vatican City,27,, ,,15,,12,,"33,666",,,,802 
219,Saint Pierre Miquelon,24,, ,,24,,0,,"4,157",,"3,729","645,826","5,774 "
220,Anguilla,21,, ,,18,,3,,"1,391",,"11,052","732,066","15,097 "
221,Montserrat,20,,1 ,,18,,1,,"4,005",200,947,"189,628","4,994 "
222,Solomon Islands,18,, ,,16,,2,,26,,"4,500","6,441","698,672 "
223,Western Sahara,10,,1 ,,8,,1,,16,2,,,"607,617 "
224,MS Zaandam,9,,2 ,,7,,0,,,,,, 
225,Marshall Islands,4,, ,,4,,0,,67,,,,"59,472 "
226,Samoa,3,, ,,2,,1,,15,,,,"199,345 "
227,Vanuatu,3,, ,,1,,2,,10,,470,"1,506","312,171 "
228,Micronesia,1,, ,,1,,0,,9,,,,"115,873 "
