,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,CriticalCases,Totcase1M,Totdeath1M,TotalTests,Tottest1M,Population
32,Romania,"868,799","6,118","21,698 ",+133,"789,102","+1,710","57,999","1,226","45,376","1,133","6,813,316","355,850","19,146,608 "
33,Israel,"822,703","1,790","6,048 ",+18,"790,557","+2,445","26,098",586,"89,448",658,"12,970,561","1,410,213","9,197,590 "
34,Portugal,"814,897",384,"16,707 ",+13,"762,961","+1,173","35,229",213,"80,083","1,642","8,505,802","835,899","10,175,638 "
35,Belgium,"809,861","1,578","22,545 ",+104,"54,642",+65,"732,674",503,"69,664","1,939","10,132,224","871,569","11,625,263 "
36,Iraq,"768,352","5,267","13,827 ",+39,"695,184","+4,564","59,341",463,"18,807",338,"7,459,431","182,584","40,854,824 "
37,Sweden,"732,070","6,754","13,194 ",+1,N/A,N/A,N/A,256,"72,170","1,301","6,627,544","653,364","10,143,725 "
38,Philippines,"631,311","4,428","12,848 ",+11,"560,725",+155,"57,738",785,"5,708",116,"9,395,337","84,943","110,607,472 "
39,Pakistan,"609,964","2,511","13,595 ",+58,"573,014","+1,136","23,355","1,895","2,724",61,"9,565,066","42,720","223,901,753 "
40,Switzerland,"575,253","1,438","10,147 ",+29,"532,331",+820,"32,775",154,"66,126","1,166","5,483,624","630,353","8,699,286 "
41,Bangladesh,"560,887","1,719","8,597 ",+26,"514,479","+1,352","37,811",,"3,382",52,"4,303,994","25,952","165,845,852 "
42,Hungary,"529,122","4,926","17,226 ",+143,"356,679","+1,862","155,217","1,067","54,871","1,786","4,122,541","427,518","9,642,969 "
43,Serbia,"526,112","5,201","4,778 ",+31,"448,493","+3,311","72,841",211,"60,386",548,"3,182,095","365,237","8,712,418 "
44,Austria,"497,985","2,521","8,925 ",+33,"461,659","+2,371","27,401",383,"55,070",987,"6,073,601","671,659","9,042,688 "
45,Jordan,"495,380","8,910","5,497 ",+69,"406,654","+5,335","83,229",648,"48,214",535,"5,267,567","512,682","10,274,529 "
46,Morocco,"489,622",526,"8,737 ",+4,"476,727",+601,"4,158",265,"13,155",235,"5,816,551","156,281","37,218,652 "
47,Japan,"448,688",782,"8,622 ",+32,"427,582",+896,"12,484",337,"3,555",68,"9,000,093","71,315","126,202,047 "
48,UAE,"430,313","2,018","1,406 ",+4,"410,736","+2,651","18,171",,"43,141",141,"34,239,083","3,432,646","9,974,545 "
49,Lebanon,"423,433","3,480","5,474 ",+52,"333,648","+2,142","84,311",958,"62,235",805,"3,309,251","486,385","6,803,770 "
50,Saudi Arabia,"383,106",354,"6,578 ",+5,"373,130",+204,"3,398",560,"10,885",187,"14,406,080","409,322","35,195,002 "
51,Panama,"348,580",425,"6,009 ",+4,"337,010",+733,"5,561",111,"79,904","1,377","2,030,053","465,341","4,362,510 "
52,Slovakia,"339,538","1,578","8,669 ",+64,"255,300",,"75,569",705,"62,169","1,587","2,210,200","404,686","5,461,514 "
53,Malaysia,"326,034","1,063","1,218 ",+5,"309,612","+1,365","15,204",152,"9,983",37,"6,917,547","211,819","32,657,896 "
54,Belarus,"304,146",876,"2,112 ",+9,"294,878",+735,"7,156",,"32,195",224,"5,122,091","542,185","9,447,122 "
55,Ecuador,"302,854",356,"16,259 ",+19,"263,164",,"23,431",523,"16,984",912,"1,072,411","60,142","17,831,420 "
56,Bulgaria,"287,568","4,374","11,579 ",+107,"228,816","+1,757","47,173",612,"41,608","1,675","1,879,949","272,011","6,911,309 "
57,Georgia,"275,685",537,"3,658 ",+8,"268,693",+128,"3,334",,"69,203",918,"3,036,115","762,126","3,983,742 "
58,Nepal,"275,424",114,"3,014 ",,"271,495",+94,915,,"9,335",102,"2,221,512","75,293","29,504,765 "
59,Bolivia,"260,059",670,"11,974 ",+16,"205,628",+815,"42,457",71,"22,067","1,016","809,636","68,700","11,785,058 "
60,Croatia,"251,865",691,"5,697 ",+12,"241,693",+546,"4,475",78,"61,621","1,394","1,438,689","351,990","4,087,302 "
61,Dominican Republic,"246,794",495,"3,237 ",+11,"203,070",+523,"40,487",168,"22,591",296,"1,258,336","115,184","10,924,582 "
62,Tunisia,"242,673",549,"8,429 ",+25,"209,755",+589,"24,489",276,"20,383",708,"1,042,241","87,541","11,905,764 "
63,Azerbaijan,"241,651",980,"3,298 ",+12,"231,370",+309,"6,983",,"23,683",323,"2,726,470","267,206","10,203,619 "
64,Ireland,"227,663",347,"4,552 ",+18,"23,364",,"199,747",88,"45,746",915,"3,746,076","752,732","4,976,641 "
65,Kazakhstan,"225,685",954,"2,873 ",+17,"207,371",+539,"15,441",221,"11,919",152,"8,059,566","425,647","18,934,863 "
66,Greece,"223,789","1,508","7,196 ",+59,"190,188",,"26,405",605,"21,545",693,"5,880,791","566,171","10,386,944 "
67,Denmark,"221,842",771,"2,395 ",+2,"210,728",+614,"8,719",43,"38,205",412,"20,936,228","3,605,579","5,806,620 "
68,Palestine,"213,791","2,189","2,314 ",+21,"189,759","+2,125","21,718",183,"41,237",446,"1,316,382","253,909","5,184,460 "
69,Kuwait,"212,169","1,314","1,186 ",+7,"196,821","+1,314","14,162",215,"49,170",275,"1,923,896","445,864","4,314,985 "
70,Costa Rica,"210,447",431,"2,886 ",+5,"189,682",+202,"17,879",130,"41,047",563,"743,550","145,029","5,126,917 "
71,Moldova,"207,012","1,688","4,402 ",+33,"180,763","+1,289","21,847",335,"51,402","1,093","778,686","193,351","4,027,320 "
72,Lithuania,"206,319",657,"3,419 ",+8,"192,118",+794,"10,782",124,"76,549","1,269","2,226,748","826,173","2,695,257 "
73,Slovenia,"201,461",882,"3,941 ",+3,"187,112",+726,"10,408",84,"96,896","1,895","981,749","472,190","2,079,140 "
74,Egypt,"192,195",640,"11,384 ",+44,"148,089",+322,"32,722",90,"1,854",110,"1,000,000","9,644","103,689,022 "
75,Guatemala,"183,985",971,"6,599 ",+21,"169,149",+522,"8,237",5,"10,138",364,"983,629","54,200","18,148,201 "
76,Paraguay,"183,348","1,934","3,554 ",+37,"152,280","+1,410","27,514",354,"25,485",494,"821,392","114,174","7,194,224 "
77,Armenia,"179,287",585,"3,277 ",+12,"166,702",+292,"9,308",,"60,424","1,104","780,085","262,906","2,967,161 "
78,Honduras,"178,925",648,"4,360 ",+26,"68,725",+47,"105,840",451,"17,865",435,"478,991","47,826","10,015,327 "
79,Ethiopia,"178,108","1,490","2,573 ",+18,"144,488",+660,"31,047",591,"1,523",22,"2,240,827","19,160","116,956,221 "
80,Qatar,"171,212",479,268 ,+1,"158,853",+345,"12,091",128,"60,977",95,"1,635,175","582,368","2,807,805 "
81,Nigeria,"161,074",179,"2,018 ",+2,"146,072",+320,"12,984",10,768,10,"1,684,305","8,031","209,714,686 "
82,Oman,"148,010",587,"1,614 ",+5,"137,028",+258,"9,368",85,"28,477",311,"1,550,000","298,222","5,197,474 "
83,Libya,"147,121","1,041","2,406 ",+4,"133,768","+1,071","10,947",,"21,208",347,"794,899","114,588","6,937,038 "
84,Venezuela,"147,028",540,"1,451 ",+7,"138,411",+463,"7,166",139,"5,181",51,"3,006,349","105,936","28,378,841 "
85,Bosnia and Herzegovina,"146,437","1,606","5,637 ",+53,"122,107",+666,"18,693",,"44,832","1,726","722,446","221,179","3,266,338 "
86,Myanmar,"142,179",32,"3,203 ",+1,"131,748",+9,"7,228",,"2,601",59,"2,514,673","46,000","54,667,270 "
87,Bahrain,"132,369",686,487 ,+2,"125,503",+680,"6,379",58,"75,954",279,"3,336,305","1,914,392","1,742,749 "
88,Albania,"118,492",475,"2,077 ",+17,"81,810",+749,"34,605",46,"41,206",722,"512,682","178,289","2,875,572 "
89,Algeria,"115,540",130,"3,045 ",+5,"80,103",+109,"32,392",10,"2,602",69,,,"44,407,000 "
90,Kenya,"115,031","1,064","1,925 ",+7,"88,781",+185,"24,325",104,"2,107",35,"1,379,990","25,274","54,601,249 "
91,North Macedonia,"113,929",999,"3,364 ",+24,"98,676",+543,"11,889",124,"54,686","1,615","571,068","274,115","2,083,313 "
92,S. Korea,"96,380",363,"1,678 ",+3,"88,255",+501,"6,447",103,"1,879",33,"7,126,077","138,909","51,300,408 "
93,Latvia,"94,602",643,"1,777 ",+8,"85,465",+628,"7,360",77,"50,552",950,"1,686,612","901,270","1,871,373 "
94,Sri Lanka,"88,392",154,532 ,,"84,969",,"2,891",,"4,116",25,"2,274,509","105,906","21,476,694 "
95,Ghana,"88,228",243,698 ,+7,"83,829",+208,"3,701",66,"2,798",22,"950,041","30,134","31,527,699 "
96,Estonia,"87,547","1,462",739 ,+11,"60,376",+369,"26,432",69,"65,965",557,"1,046,750","788,711","1,327,166 "
97,Kyrgyzstan,"86,990",73,"1,484 ",+1,"83,924",+49,"1,582",16,"13,181",225,"793,782","120,273","6,599,827 "
98,Zambia,"85,240",290,"1,167 ",+3,"82,432",+57,"1,641",150,"4,548",62,"1,169,324","62,385","18,743,627 "
99,Montenegro,"84,700",537,"1,151 ",+15,"74,852",+562,"8,697",69,"134,846","1,832","311,586","496,060","628,122 "
100,Norway,"82,455","1,150",641 ,+1,"70,224",,"11,590",31,"15,126",118,"4,235,288","776,953","5,451,149 "
101,Uzbekistan,"80,743",65,622 ,,"79,371",+40,750,23,"2,388",18,"1,377,915","40,754","33,810,362 "
102,Uruguay,"73,770",908,725 ,+8,"62,584",+975,"10,461",135,"21,185",208,"1,160,950","333,392","3,482,240 "
103,Finland,"67,851",517,801 ,+1,"46,000",,"21,050",49,"12,232",144,"3,639,319","656,110","5,546,809 "
104,Mozambique,"64,929",413,732 ,+7,"50,844",+464,"13,353",,"2,037",23,"456,343","14,320","31,867,162 "
105,Cuba,"62,998",792,376 ,+3,"58,610","+1,060","4,012",71,"5,564",33,"2,690,636","237,653","11,321,721 "
106,El Salvador,"62,531",154,"1,958 ",+4,"59,576",+237,997,41,"9,606",301,"807,015","123,978","6,509,323 "
107,Singapore,"60,128",11,30 ,,"59,984",+10,114,,"10,221",5,"8,055,714","1,369,367","5,882,803 "
108,Luxembourg,"58,111",185,697 ,+4,"54,528",+47,"2,886",26,"91,783","1,101","2,259,527","3,568,792","633,135 "
109,Afghanistan,"56,016",21,"2,460 ",,"49,499",+18,"4,057","1,097","1,417",62,"324,043","8,195","39,542,518 "
110,Namibia,"41,466",42,474 ,+9,"38,793",+279,"2,199",28,"16,114",184,"324,946","126,280","2,573,212 "
111,Cameroon,"40,622",,601 ,,"35,261",,"4,760",53,"1,504",22,"905,000","33,508","27,008,216 "
112,Uganda,"40,593",2,334 ,,"15,099",,"25,160",,868,7,"904,943","19,358","46,748,281 "
113,Cyprus,"40,344",475,241 ,+1,"2,057",,"38,046",42,"33,244",199,"2,634,298","2,170,717","1,213,561 "
114,Ivory Coast,"38,120",212,214 ,+1,"35,111",+495,"2,795",,"1,421",8,"466,511","17,384","26,835,349 "
115,Senegal,"37,062",66,981 ,+3,"33,043",+274,"3,038",50,"2,173",58,"415,553","24,369","17,052,432 "
116,Zimbabwe,"36,535",31,"1,507 ",+3,"34,124",+73,904,22,"2,433",100,"360,300","23,996","15,015,094 "
117,Botswana,"34,999",,447 ,,"29,916",,"4,636",1,"14,675",187,"880,029","368,996","2,384,929 "
118,Malawi,"32,894",30,"1,088 ",+4,"26,890",+283,"4,916",43,"1,689",56,"209,096","10,736","19,475,663 "
119,Jamaica,"31,907",602,494 ,+2,"15,371",+118,"16,042",27,"10,742",166,"248,645","83,710","2,970,300 "
120,Australia,"29,137",7,909 ,,"26,231",+1,"1,997",,"1,133",35,"14,965,580","582,131","25,708,263 "
121,Sudan,"29,135",,"1,959 ",,"23,583",,"3,593",,654,44,,,"44,566,181 "
122,Thailand,"27,154",149,87 ,,"26,299",+65,768,1,388,1,"1,624,595","23,234","69,923,833 "
123,DRC,"27,100",23,722 ,+5,"23,759",+757,"2,619",,296,8,,,"91,461,188 "
124,Malta,"27,061",313,357 ,+3,"23,591",+215,"3,113",,"61,172",807,"763,393","1,725,673","442,374 "
125,Maldives,"21,819",153,64 ,,"19,342",+97,"2,413",179,"39,872",117,"585,713","1,070,323","547,230 "
126,Madagascar,"21,688",101,335 ,+1,"20,614",+120,739,23,769,12,"128,306","4,552","28,188,911 "
127,Angola,"21,446",39,522 ,+1,"19,971",+23,953,17,639,16,"406,827","12,115","33,579,336 "
128,Rwanda,"20,412",110,282 ,,"18,804",+169,"1,326",13,"1,549",21,"1,070,010","81,204","13,176,882 "
129,Mayotte,"18,845",,137 ,,"2,964",,"15,744",23,"67,929",494,"143,569","517,511","277,422 "
130,French Polynesia,"18,561",15,141 ,,"4,842",,"13,578",3,"65,806",500,"26,355","93,439","282,055 "
131,Guinea,"17,982",10,104 ,,"15,719",,"2,159",24,"1,344",8,"159,639","11,930","13,381,759 "
132,Mauritania,"17,487",30,444 ,,"16,806",+17,237,14,"3,693",94,"187,554","39,609","4,735,112 "
133,Eswatini,"17,243",4,663 ,,"15,841",+50,739,36,"14,755",567,"155,723","133,253","1,168,629 "
134,Gabon,"16,945",,101 ,,"14,780",,"2,064",27,"7,489",45,"581,364","256,956","2,262,505 "
135,French Guiana,"16,764",,87 ,,"9,995",,"6,682",6,"55,127",286,"153,467","504,666","304,096 "
136,Syria,"16,656",100,"1,110  ",+6,"11,141",+83,"4,405",,936,62,,,"17,798,214 "
137,Cabo Verde,"16,154",34,157 ,+1,"15,549",+38,448,23,"28,834",280,"125,300","223,653","560,242 "
138,Réunion,"13,801",,71 ,,"12,389",,"1,341",58,"15,337",79,"98,785","109,783","899,821 "
139,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,374",9,,,"9,687,721 "
140,Haiti,"12,669",5,250 ,,"10,204",+27,"2,215",,"1,102",22,"54,379","4,728","11,500,401 "
141,Belize,"12,389",6,316 ,,"12,010",+6,63,,"30,765",785,"91,777","227,906","402,696 "
142,Burkina Faso,"12,378",,144 ,,"11,974",,260,,581,7,,,"21,303,812 "
143,Hong Kong,"11,330",18,203 ,,"10,786",+17,341,10,"1,503",27,"9,296,529","1,232,980","7,539,887 "
144,Andorra,"11,319",30,113 ,,"10,861",+66,345,12,"146,331","1,461","193,595","2,502,780","77,352 "
145,Guadeloupe,"10,614",,162 ,,"2,242",,"8,210",8,"26,524",405,"141,058","352,493","400,172 "
146,Lesotho,"10,530",,309 ,,"3,922",,"6,299",,"4,888",143,"63,155","29,317","2,154,230 "
147,South Sudan,"9,613",59,106 ,,"7,906",,"1,601",2,852,9,"121,922","10,803","11,286,150 "
148,Somalia,"9,437",109,385 ,+6,"4,306",+47,"4,746",,582,24,,,"16,202,997 "
149,Congo,"9,329",,131 ,,"7,514",,"1,684",,"1,662",23,"92,500","16,479","5,613,135 "
150,Guyana,"9,238",51,208 ,+1,"8,359",+48,671,7,"11,705",264,"77,427","98,104","789,233 "
151,Suriname,"9,034",6,176 ,,"8,528",+9,330,5,"15,303",298,"42,901","72,672","590,338 "
152,Mali,"9,018",85,364 ,+1,"6,526",+15,"2,128",,437,18,"159,785","7,735","20,658,139 "
153,Bahamas,"8,776",11,186 ,,"7,652",+7,938,2,"22,168",470,"72,093","182,102","395,893 "
154,Aruba,"8,482",61,80 ,+1,"8,094",+20,308,8,"79,207",747,"114,733","1,071,410","107,086 "
155,Togo,"8,322",100,97 ,+1,"6,940",+127,"1,285",,989,12,"255,072","30,313","8,414,587 "
156,Trinidad and Tobago,"7,790",2,140 ,,"7,544",+2,106,2,"5,554",100,"103,422","73,731","1,402,692 "
157,Martinique,"7,309",381,47 ,,98,,"7,164",5,"19,488",125,"113,150","301,686","375,059 "
158,Equatorial Guinea,"6,603",41,100 ,+2,"5,994",+56,509,19,"4,601",70,"105,164","73,280","1,435,104 "
159,Nicaragua,"6,582",45,176 ,+1,"4,225",,"2,181",,985,26,,,"6,680,056 "
160,Benin,"6,501",,81 ,,"5,552",,868,35,527,7,"520,466","42,159","12,345,235 "
161,Djibouti,"6,336",42,63 ,,"5,998",+11,275,,"6,348",63,"120,924","121,154","998,105 "
162,Iceland,"6,087",4,29 ,,"6,028",+1,30,1,"17,756",85,"517,236","1,508,830","342,806 "
163,Curaçao,"5,238",100,22 ,,"4,730",+11,486,8,"31,829",134,"56,395","342,687","164,567 "
164,CAR,"5,025",2,63 ,,"4,920",,42,2,"1,028",13,"37,104","7,590","4,888,745 "
165,Gambia,"5,019",,153 ,,"4,525",,341,3,"2,037",62,"51,683","20,974","2,464,095 "
166,Niger,"4,870",5,183 ,+1,"4,516",+9,171,1,196,7,"84,900","3,421","24,816,171 "
167,Chad,"4,344",16,155 ,,"3,818",+15,371,,259,9,,,"16,755,017 "
168,Gibraltar,"4,270",7,94 ,,"4,143",,33,,"126,766","2,791","200,713","5,958,704","33,684 "
169,Mongolia,"4,210",127,4 ,,"3,083",+52,"1,123",8,"1,270",1,"2,044,869","616,780","3,315,392 "
170,San Marino,"4,204",50,77 ,,"3,691",+64,436,8,"123,716","2,266","48,205","1,418,587","33,981 "
171,Saint Lucia,"4,069",16,55 ,,"3,848",+58,166,3,"22,088",299,"33,985","184,481","184,220 "
172,Channel Islands,"4,045",1,86 ,,"3,965",,-6,1,"23,115",491,"399,901","2,285,240","174,993 "
173,Sierra Leone,"3,939",1,79 ,,"2,782",+2,"1,078",,487,10,"116,448","14,393","8,090,749 "
174,Comoros,"3,647",1,146 ,,"3,453",+5,48,,"4,132",165,,,"882,586 "
175,Guinea-Bissau,"3,469",22,52 ,,"2,776",+21,641,14,"1,734",26,"55,536","27,760","2,000,567 "
176,Barbados,"3,458",16,39 ,+1,"3,254",+39,165,,"12,023",136,"134,030","465,990","287,624 "
177,Seychelles,"3,354",12,16 ,,"2,940",+37,398,,"33,955",162,"5,200","52,644","98,777 "
178,Eritrea,"3,062",7,7 ,,"2,731",+30,324,,855,2,"23,693","6,616","3,580,954 "
179,Yemen,"2,969",61,707 ,+9,"1,507",+7,755,23,98,23,"17,404",575,"30,286,262 "
180,Liechtenstein,"2,615",3,56 ,+1,"2,523",+2,36,1,"68,447","1,466","29,848","781,259","38,205 "
181,Vietnam,"2,560",3,35 ,,"2,158",+43,367,,26,0.4,"2,598,753","26,530","97,956,157 "
182,Burundi,"2,461",,3 ,,773,,"1,685",,203,0.2,"90,019","7,416","12,137,955 "
183,New Zealand,"2,432",2,26 ,,"2,311",,95,,486,5,"1,824,252","364,697","5,002,100 "
184,Papua New Guinea,"2,351",82,26 ,,846,,"1,479",,259,3,"54,410","6,002","9,065,966 "
185,Turks and Caicos,"2,250",17,15 ,,"2,109",+11,126,7,"57,565",384,"18,012","460,830","39,086 "
186,Monaco,"2,135",15,27 ,,"1,932",+10,176,6,"54,136",685,"51,953","1,317,334","39,438 "
187,Sint Maarten,"2,088",3,27 ,,"2,051",+3,10,1,"48,312",625,"22,027","509,660","43,219 "
188,Sao Tome and Principe,"2,085",1,32 ,,"1,880",+26,173,,"9,391",144,"11,592","52,212","222,016 "
189,Liberia,"2,040",10,85 ,,"1,899",,56,2,397,17,"79,153","15,397","5,140,916 "
190,St. Vincent Grenadines,"1,681",1,9 ,,"1,129",,543,2,"15,118",81,"38,783","348,802","111,189 "
191,Saint Martin,"1,602",,12 ,,"1,399",,191,7,"40,942",307,"22,204","567,456","39,129 "
192,Cambodia,"1,430",105,1 ,,818,+88,611,,85,0.06,"555,192","32,887","16,881,755 "
193,Isle of Man,"1,351",44,26 ,,430,,895,12,"15,829",305,"38,147","446,943","85,351 "
194,Antigua and Barbuda,992,29,27 ,,598,,367,45,"10,071",274,"16,075","163,196","98,501 "
195,Taiwan,990,,10 ,,951,,29,,42,0.4,"459,223","19,257","23,847,267 "
196,Bhutan,868,,1 ,,866,,1,,"1,116",1,"563,755","724,999","777,594 "
197,Caribbean Netherlands,866,62,6 ,,562,+17,298,,"32,809",227,"8,080","306,119","26,395 "
198,Mauritius,758,11,10 ,,592,,156,,595,8,"289,552","227,410","1,273,261 "
199,Bermuda,740,,12 ,,699,,29,,"11,913",193,"182,725","2,941,721","62,115 "
200,Diamond Princess,712,,13 ,,699,,0,,,,,, 
201,St. Barth,712,,1 ,,462,,249,,"71,934",101,"19,114","1,931,097","9,898 "
202,Faeroe Islands,661,,1 ,,657,,3,,"13,491",20,"236,243","4,821,876","48,994 "
203,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"60,922,523 "
204,Cayman Islands,474,,2 ,,441,+4,31,,"7,153",30,"78,043","1,177,723","66,266 "
205,Wallis and Futuna,233,47, ,,7,,226,1,"20,993",,"1,331","119,921","11,099 "
206,Timor-Leste,208,5, ,,104,,104,,156,,"33,484","25,062","1,336,067 "
207,Brunei ,202,3,3 ,,186,+1,13,,459,7,"110,445","250,765","440,432 "
208,Dominica,156,, ,,141,,15,,"2,163",,"12,325","170,915","72,112 "
209,Grenada,154,,1 ,,151,,2,,"1,364",9,"23,330","206,660","112,891 "
210,British Virgin Islands,153,,1 ,,131,,21,,"5,037",33,"13,223","435,354","30,373 "
211,New Caledonia,95,2, ,,58,,37,,331,,"25,826","89,851","287,433 "
212,Fiji,66,,2 ,,60,,4,,73,2,"33,309","36,968","901,029 "
213,Falkland Islands,54,, ,,54,,0,,"15,207",,"7,112","2,002,816","3,551 "
214,Macao,48,, ,,47,,1,,73,,"4,369","6,665","655,563 "
215,Laos,48,, ,,42,,6,,7,,"121,017","16,465","7,349,814 "
216,Saint Kitts and Nevis,43,, ,,41,,2,,804,,"10,465","195,736","53,465 "
217,Greenland,31,, ,,31,,0,,545,,"19,792","348,205","56,840 "
218,Vatican City,27,, ,,15,,12,,"33,666",,,,802 
219,Saint Pierre Miquelon,24,, ,,24,,0,,"4,157",,"3,729","645,826","5,774 "
220,Anguilla,21,, ,,18,,3,,"1,391",,"11,052","732,066","15,097 "
221,Montserrat,20,,1 ,,19,+1,0,,"4,005",200,"1,093","218,863","4,994 "
222,Solomon Islands,18,, ,,16,,2,,26,,"4,500","6,441","698,672 "
223,Western Sahara,10,,1 ,,8,,1,,16,2,,,"607,617 "
224,MS Zaandam,9,,2 ,,7,,0,,,,,, 
225,Marshall Islands,4,, ,,4,,0,,67,,,,"59,472 "
226,Samoa,3,, ,,2,,1,,15,,,,"199,345 "
227,Vanuatu,3,, ,,1,,2,,10,,470,"1,506","312,171 "
228,Micronesia,1,, ,,1,,0,,9,,,,"115,873 "
